code,公司名稱,當月營收,上月營收,去年當月營收,上月比較 增減(%),去年同月 增減(%),當月累計營收,去年累計營收,前期比較 增減(%),備註,
1101,台泥,8816109,9596091,9145989,-8.12,-3.6,53873976,48144732,11.9,-,8816109
1102,亞泥,6671130,7238507,7776413,-7.83,-14.21,40287220,44168876,-8.78,-,6671130
1103,嘉泥,277233,227797,183177,21.7,51.34,1376704,1027363,34.0,本月較去年同期增加，主係水泥及旅宿營運收入增加。,277233
1104,環泥,604263,671021,573028,-9.94,5.45,3754719,3280857,14.44,-,604263
1108,幸福,442961,482963,334113,-8.28,32.57,2414773,1882800,28.25,-,442961
1109,信大,516592,627486,591868,-17.67,-12.71,3030613,3004875,0.85,-,516592
1110,東泥,181890,213937,115133,-14.97,57.98,1143437,762141,50.02,主要係因本公司去年停電無法生產導致銷量下降。,181890
1201,味全,1799883,1760630,1754660,2.22,2.57,10033919,9463147,6.03,-,1799883
1203,味王,474979,552211,527809,-13.98,-10.0,3109710,3112535,-0.09,-,474979
1210,大成,8906040,9815309,9471082,-9.26,-5.96,54727001,53334947,2.61,-,8906040
1213,大飲,-2921,13163,40233,-122.19,-107.26,117145,193722,-39.52,營收大幅衰退，係因四月下旬暫時停工迄今，暫無產品銷售所致。停工之後主要銷貨退回單在六月入帳。,-2921
1215,卜蜂,2421623,2519816,2335487,-3.89,3.68,14644087,14038618,4.31,-,2421623
1216,統一,46976325,46350796,44266245,1.34,6.12,268800544,254734228,5.52,-,46976325
1217,愛之味,419946,396832,403129,5.82,4.17,2330806,2231272,4.46,-,419946
1218,泰山,948940,871543,877120,8.88,8.18,5288423,5342238,-1.0,-,948940
1219,福壽,1330443,1442360,1345756,-7.75,-1.13,8319412,8491692,-2.02,-,1330443
1220,台榮,287673,280527,294470,2.54,-2.3,1489482,1652034,-9.83,-,287673
1225,福懋油,1140779,1233009,1319645,-7.48,-13.55,7279942,7314296,-0.46,-,1140779
1227,佳格,2118460,2136966,1873382,-0.86,13.08,12203968,12722669,-4.07,-,2118460
1229,聯華,1799327,993539,2208773,81.1,-18.53,6511033,6600570,-1.35,-,1799327
1231,聯華食,819281,793134,821455,3.29,-0.26,5194220,4973194,4.44,-,819281
1232,大統益,1874166,1998466,2040294,-6.21,-8.14,11869401,11633125,2.03,-,1874166
1233,天仁,168374,173923,134187,-3.19,25.47,1032529,869306,18.77,-,168374
1234,黑松,827576,775650,752225,6.69,10.01,4842054,4047088,19.64,-,827576
1235,興泰,4266,3193,2723,33.6,56.66,15452,9330,65.61,本期銷貨收入較去年同期增加154.3萬,4266
1236,宏亞,125337,131830,114716,-4.92,9.25,880186,928241,-5.17,-,125337
1702,南僑,1894892,1923791,1795355,-1.5,5.54,10996707,9907561,10.99,-,1894892
1737,臺鹽,283034,315818,276814,-10.38,2.24,1724488,1796700,-4.01,-,283034
3054,立萬利,2925,4436,2943,-34.06,-0.61,17704,15926,11.16,-,2925
1301,台塑,15893871,16356337,23931750,-2.82,-33.58,100660145,144928136,-30.54,-,15893871
1303,南亞,19790189,22593257,32151862,-12.4,-38.44,129511971,196824158,-34.19,-,19790189
1304,台聚,3989480,4495696,6140523,-11.26,-35.03,25934175,35027692,-25.96,-,3989480
1305,華夏,1014593,1176829,1492779,-13.78,-32.03,7120145,10147423,-29.83,-,1014593
1307,三芳,728830,823622,857800,-11.5,-15.03,4901448,5318930,-7.84,-,728830
1308,亞聚,543794,592132,893613,-8.16,-39.14,3227919,4489318,-28.09,-,543794
1309,台達化,1073664,1247913,1817648,-13.96,-40.93,7163452,9624789,-25.57,-,1073664
1310,台苯,641308,711900,1135720,-9.91,-43.53,4635404,7357751,-36.99,-,641308
1312,國喬,1109039,1370520,1839479,-19.07,-39.7,8107865,10039857,-19.24,-,1109039
1313,聯成,5679751,5715364,6930762,-0.62,-18.05,33486482,39846005,-15.96,-,5679751
1314,中石化,2173525,2324331,2458926,-6.48,-11.6,12108484,15521372,-21.98,-,2173525
1315,達新,203850,279353,201760,-27.02,1.03,1165417,1305479,-10.72,-,203850
1321,大洋,351024,428661,651162,-18.11,-46.09,2497834,3722095,-32.89,-,351024
1323,永裕,294862,284140,331396,3.77,-11.02,1650384,1888622,-12.61,-,294862
1324,地球,82521,80437,86540,2.59,-4.64,461194,516708,-10.74,-,82521
1325,恆大,35180,38968,44123,-9.72,-20.26,212856,300505,-29.16,-,35180
1326,台化,25153038,24506583,36477227,2.63,-31.04,158197664,203190223,-22.14,-,25153038
4306,炎洲,982071,1079925,1331954,-9.06,-26.26,6054115,8004650,-24.36,-,982071
1402,遠東新,21716631,21526680,23978112,0.88,-9.43,124860652,132673690,-5.88,-,21716631
1409,新纖,3466844,3191580,3930119,8.62,-11.78,18824045,24570494,-23.38,-,3466844
1410,南染,17597,23932,30146,-26.47,-41.62,111195,202344,-45.04,-,17597
1413,宏洲,140767,139321,268894,1.03,-47.64,916232,1776792,-48.43,-,140767
1414,東和,44107,54862,68651,-19.6,-35.75,276652,386509,-28.42,-,44107
1417,嘉裕,92878,154036,103180,-39.7,-9.98,803073,711832,12.81,-,92878
1418,東華,1190,244,1101,387.7,8.08,13211,9641,37.02,-,1190
1419,新紡,226608,216761,234378,4.54,-3.31,1511902,1463020,3.34,-,226608
1423,利華,9011,6951,9338,29.63,-3.5,62554,102127,-38.74,-,9011
1434,福懋,2304846,2473663,2908460,-6.82,-20.75,14881636,18195453,-18.21,-,2304846
1440,南紡,1657001,1760972,1865022,-5.9,-11.15,10482586,11390253,-7.96,-,1657001
1441,大東,86636,86399,154545,0.27,-43.94,574351,849269,-32.37,-,86636
1444,力麗,685470,816251,1159040,-16.02,-40.85,4471300,6619752,-32.45,-,685470
1445,大宇,113575,115960,103930,-2.05,9.28,755794,711129,6.28,-,113575
1446,宏和,9012,17823,10419,-49.43,-13.5,72454,67193,7.82,-,9012
1447,力鵬,3698736,2729847,2998409,35.49,23.35,16054277,14109774,13.78,-,3698736
1449,佳和,228749,204702,234689,11.74,-2.53,1237401,1315389,-5.92,-,228749
1451,年興,560978,686204,785726,-18.24,-28.6,3254749,4442782,-26.74,-,560978
1452,宏益,94651,101889,167982,-7.1,-43.65,539131,1025452,-47.42,-,94651
1454,台富,121252,154835,148825,-21.68,-18.52,759127,951470,-20.21,-,121252
1455,集盛,530329,610678,896410,-13.15,-40.83,3538296,5375416,-34.17,-,530329
1457,宜進,228303,245153,353383,-6.87,-35.39,1454403,2387459,-39.08,-,228303
1459,聯發,78029,76264,183419,2.31,-57.45,491230,1196764,-58.95,市場需求減少，致營業額下降。,78029
1460,宏遠,582440,551174,825306,5.67,-29.42,3533434,4941933,-28.5,-,582440
1463,強盛,24894,22992,32641,8.27,-23.73,158064,251562,-37.16,-,24894
1464,得力,657752,720197,1117759,-8.67,-41.15,4706470,6178571,-23.82,-,657752
