code,公司名稱,當月營收,上月營收,去年當月營收,上月比較 增減(%),去年同月 增減(%),當月累計營收,去年累計營收,前期比較 增減(%),備註,
1101,台泥,8319342,9971650,9672128,-16.57,-13.98,31264956,31709780,-1.4,"以上營收不包含停業部門營收:111年4月 0 仟元暨110年4月1,293,852仟元；111年1-4月 0 仟元暨110年1-4月3,536,377仟元",8319342
1102,亞泥,8710220,8160414,7840099,6.73,11.09,28392036,25733240,10.33,-,8710220
1103,嘉泥,168089,220463,185227,-23.75,-9.25,680665,729754,-6.72,-,168089
1104,環泥,638493,591593,523569,7.92,21.95,2170746,1964066,10.52,-,638493
1108,幸福,335518,345612,345563,-2.92,-2.9,1216429,1391516,-12.58,-,335518
1109,信大,519822,490643,766026,5.94,-32.14,1759006,2578377,-31.77,-,519822
1110,東泥,114127,178972,143902,-36.23,-20.69,557348,531244,4.91,-,114127
1201,味全,1495139,1589975,1567125,-5.96,-4.59,6045804,5936813,1.83,-,1495139
1203,味王,516050,517118,470972,-0.2,9.57,2050946,1958964,4.69,-,516050
1210,大成,9182352,8558697,9053195,7.28,1.42,35214325,31425523,12.05,-,9182352
1213,大飲,26326,30575,31631,-13.89,-16.77,127254,133897,-4.96,-,26326
1215,卜蜂,2192046,2477639,1997700,-11.52,9.72,9391460,7716685,21.7,-,2192046
1216,統一,42977511,42112136,38356552,2.05,12.04,167252328,153784713,8.75,-,42977511
1217,愛之味,301579,385888,273615,-21.84,10.22,1443167,1369454,5.38,-,301579
1218,泰山,912408,927607,810520,-1.63,12.57,3563089,3085012,15.49,-,912408
1219,福壽,1479641,1651054,1240389,-10.38,19.28,5694544,4958447,14.84,-,1479641
1220,台榮,248582,285720,262030,-12.99,-5.13,1065072,970790,9.71,-,248582
1225,福懋油,1219664,1279502,1020599,-4.67,19.5,4725526,4116138,14.8,-,1219664
1227,佳格,2157826,2249275,2337076,-4.06,-7.66,8888281,10601692,-16.16,-,2157826
1229,聯華,879141,1081223,724446,-18.69,21.35,3477708,2949739,17.89,-,879141
1231,聯華食,811880,810325,695795,0.19,16.68,3336212,3069348,8.69,-,811880
1232,大統益,1919923,2167843,1916817,-11.43,0.16,7618093,6759548,12.7,-,1919923
1233,天仁,128340,138421,141150,-7.28,-9.07,586682,623821,-5.95,-,128340
1234,黑松,645499,638270,687081,1.13,-6.05,2689640,2901980,-7.31,-,645499
1235,興泰,1312,1533,1112,-14.41,17.98,4748,4933,-3.75,-,1312
1236,宏亞,130046,163958,100156,-20.68,29.84,674745,640768,5.3,-,130046
1702,南僑,1640303,1689826,1680650,-2.93,-2.4,6405103,6340941,1.01,-,1640303
1737,臺鹽,300262,371648,309644,-19.2,-3.02,1223415,1099729,11.24,-,300262
3054,立萬利,2141,3072,3315,-30.3,-35.41,10392,16866,-38.38,-,2141
1301,台塑,25145986,26474312,24367037,-5.01,3.19,96149748,84968974,13.15,-,25145986
1303,南亞,29697081,37002485,34904534,-19.74,-14.91,131789120,124615224,5.75,-,29697081
1304,台聚,5718382,5732214,6028023,-0.24,-5.13,22821800,22224199,2.68,-,5718382
1305,華夏,1715260,1845700,1493823,-7.06,14.82,7022916,6472507,8.5,-,1715260
1307,三芳,983242,1020535,697674,-3.65,40.93,3600510,3286764,9.54,-,983242
1308,亞聚,579784,714113,800995,-18.81,-27.61,2721605,2653687,2.55,-,579784
1309,台達化,1637667,1640544,1876788,-0.17,-12.74,6174041,6412469,-3.71,-,1637667
1310,台苯,1296574,1296091,1126664,0.03,15.08,4832184,3264371,48.02,-,1296574
1312,國喬,1809407,1711214,1949387,5.73,-7.18,6346116,7184518,-11.66,-,1809407
1313,聯成,6512868,8167285,7594888,-20.25,-14.24,25896704,24661821,5.0,-,6512868
1314,中石化,2781957,2608381,2814860,6.65,-1.16,10164227,10251385,-0.85,-,2781957
1315,達新,184323,253082,166442,-27.16,10.74,799053,705762,13.21,-,184323
1321,大洋,630884,674298,544134,-6.43,15.94,2402164,2078960,15.54,-,630884
1323,永裕,302017,371815,303256,-18.77,-0.4,1294709,1133483,14.22,-,302017
1324,地球,95073,99839,83533,-4.77,13.81,351103,335421,4.67,-,95073
1325,恆大,51593,41885,136427,23.17,-62.18,201573,607088,-66.79,因新冠肺炎防疫物資競爭激烈，致營收較去年同期減少。,51593
1326,台化,36418996,36365994,33047596,0.14,10.2,131818034,117201847,12.47,-,36418996
4306,炎洲,1373782,1608404,1537466,-14.58,-10.64,5264995,5486406,-4.03,-,1373782
1402,遠東新,21984550,23482793,18494363,-6.38,18.87,85378424,74738575,14.23,-,21984550
1409,新纖,4214453,4597676,3774406,-8.33,11.65,16606264,13829687,20.07,-,4214453
1410,南染,36907,40992,42253,-9.96,-12.65,124925,150583,-17.03,-,36907
1413,宏洲,323292,339348,249530,-4.73,29.56,1211558,869638,39.31,-,323292
1414,東和,62544,61181,68982,2.22,-9.33,247999,271921,-8.79,-,62544
1417,嘉裕,111074,148058,113051,-24.97,-1.74,512852,431798,18.77,-,111074
1418,東華,70,3199,6270,-97.81,-98.88,5265,19150,-72.5,因本公司110.4.1董事會通過亞克力棉生產線停止生產。,70
1419,新紡,259024,294277,244757,-11.97,5.82,1008403,794645,26.89,-,259024
1423,利華,16530,29143,17732,-43.27,-6.77,77022,71652,7.49,-,16530
1434,福懋,3285328,3340529,3090691,-1.65,6.29,12199110,11250608,8.43,-,3285328
1440,南紡,1765497,2060595,1891812,-14.32,-6.67,7556493,7224917,4.58,-,1765497
1441,大東,139385,181288,113161,-23.11,23.17,552387,485185,13.85,-,139385
1444,力麗,1448814,1039640,771799,39.35,87.71,4349098,2974104,46.23,因海運延誤本月聚酯粒到港大幅認列營收。,1448814
1445,大宇,132084,124622,95403,5.98,38.44,481968,363971,32.41,-,132084
1446,宏和,11466,12271,10098,-6.56,13.54,42624,93290,-54.31,因永和合建案已銷售完畢,11466
1447,力鵬,1749634,2981959,1910183,-41.32,-8.4,8112870,7788530,4.16,-,1749634
1449,佳和,230524,263710,251070,-12.58,-8.18,843444,840523,0.34,-,230524
1451,年興,783369,661448,572110,18.43,36.92,2755978,2309848,19.31,-,783369
1452,宏益,164269,193024,162389,-14.89,1.15,679463,675750,0.54,-,164269
1454,台富,167368,176139,127762,-4.97,30.99,617505,494767,24.8,-,167368
1455,集盛,919860,1139439,886296,-19.27,3.78,3741718,3249575,15.14,-,919860
1457,宜進,418944,451942,371454,-7.3,12.78,1625659,1308079,24.27,-,418944
1459,聯發,217515,238035,221026,-8.62,-1.58,814536,894404,-8.92,-,217515
1460,宏遠,724281,959483,740461,-24.51,-2.18,3358520,2882613,16.5,-,724281
1463,強盛,48319,52762,45616,-8.42,5.92,182159,152564,19.39,-,48319
1464,得力,1012526,1139904,857655,-11.17,18.05,3988336,3286534,21.35,-,1012526
1465,偉全,19975,54939,16147,-63.64,23.7,150235,89527,67.8,去年因疫情影響故基期低。,19975
1466,聚隆,266956,319131,262488,-16.34,1.7,1076363,1044990,3.0,-,266956
1467,南緯,456377,643532,487758,-29.08,-6.43,2135908,2113593,1.05,-,456377
1468,昶和,108274,110588,118037,-2.09,-8.27,426674,358508,19.01,-,108274
1470,大統新創,72305,130233,76700,-44.48,-5.73,372228,278429,33.68,-,72305
1473,台南,454728,768899,384725,-40.85,18.19,2778351,2088147,33.05,-,454728
1474,弘裕,307823,349784,265400,-11.99,15.98,1196065,1054930,13.37,-,307823
1475,業旺,93918,104181,10945,-9.85,758.09,360806,55322,552.19,主要開始銷售染劑產品,93918
1476,儒鴻,3702605,3724585,3158046,-0.59,17.24,13880336,11377522,21.99,-,3702605
1477,聚陽,2312614,2556267,2345903,-9.53,-1.41,10284142,9162702,12.23,-,2312614
4414,如興,1608847,1311446,1295215,22.67,24.21,5604126,5571965,0.57,-,1608847
4426,利勤,117005,102056,51413,14.64,127.57,358917,274790,30.61,因遇季節性訂單出貨,117005
4438,廣越,1246685,945797,625008,31.81,99.46,4252710,2194239,93.81,客戶需求增加，帶動營收增長。,1246685
4440,宜新實業,121479,142072,142417,-14.49,-14.7,537627,519839,3.42,-,121479
1503,士電,2398634,2759545,2429347,-13.07,-1.26,10134296,9544493,6.17,-,2398634
1504,東元,4434537,5176830,4105072,-14.33,8.02,18311068,15564922,17.64,-,4434537
