Unnamed: 0_level_0,Unnamed: 1_level_0,營業收入,營業收入,營業收入,營業收入,營業收入,累計營業收入,累計營業收入,累計營業收入,備註,當月營收
code,公司名稱,當月營收,上月營收,去年當月營收,上月比較 增減(%),去年同月 增減(%),當月累計營收,去年累計營收,前期比較 增減(%),備註,
1101,台泥,9565047,9597804,9466748,-0.34,1.03,86470663,85900494,0.66,"以上營收不包含停業部門營收:110年10月 0 仟元暨109年10月827,152仟元；110年1-10月8,113,370仟元暨109年1-10月6,641,898仟元",9565047
1102,亞泥,9454594,7831470,7433331,20.72,27.19,71265318,61997504,14.94,-,9454594
1103,嘉泥,193141,201306,165638,-4.05,16.6,1848365,1647163,12.21,-,193141
1104,環泥,558944,528251,495885,5.81,12.71,4917168,4382436,12.2,-,558944
1108,幸福,276724,269964,381651,2.5,-27.49,3181740,3739997,-14.92,-,276724
1109,信大,660615,376885,789783,75.28,-16.35,5818724,6003212,-3.07,-,660615
1110,東泥,151364,140017,143594,8.1,5.41,1495023,1280618,16.74,-,151364
1201,味全,1709407,1821712,1654044,-6.16,3.34,16565280,15596088,6.21,-,1709407
1203,味王,441364,504898,435262,-12.58,1.4,4921075,5026648,-2.1,-,441364
1210,大成,8186264,9493296,7578191,-13.76,8.02,83517527,64882736,28.72,-,8186264
1213,大飲,27981,34387,26380,-18.62,6.06,362288,352924,2.65,-,27981
1215,卜蜂,2086329,2048288,1913473,1.85,9.03,20148014,18280181,10.21,-,2086329
1216,統一,39134900,41123727,36463221,-4.83,7.32,396850722,377275653,5.18,-,39134900
1217,愛之味,305710,463500,266129,-34.04,14.87,4089864,4051478,0.94,-,305710
1218,泰山,829908,888282,676243,-6.57,22.72,8284002,7105867,16.57,-,829908
1219,福壽,1209578,1192316,1099296,1.44,10.03,11992819,10058390,19.23,-,1209578
1220,台榮,280906,267658,241613,4.94,16.26,2569871,2297494,11.85,-,280906
1225,福懋油,1081685,1045897,817026,3.42,32.39,10529479,8306554,26.76,-,1081685
1227,佳格,2716771,3294742,2812353,-17.54,-3.39,27060080,27036883,0.08,-,2716771
1229,聯華,974105,832723,807007,16.97,20.7,9023870,7906778,14.12,-,974105
1231,聯華食,752598,706336,708224,6.54,6.26,7706770,7193868,7.12,-,752598
1232,大統益,1987843,1650643,1516071,20.42,31.11,16590128,14001832,18.48,-,1987843
1233,天仁,140650,163902,147219,-14.18,-4.46,1436721,1566522,-8.28,-,140650
1234,黑松,765041,790834,753787,-3.26,1.49,7557263,7622804,-0.85,-,765041
1235,興泰,1776,24875,6355,-92.86,-72.05,38660,61710,-37.35,與去年差異超過50%為昇鋒去年同期有370萬股利收入及認列出售股票收入94萬,1776
1236,宏亞,119686,174351,112963,-31.35,5.95,1343802,1262771,6.41,-,119686
1702,南僑,1640589,1757618,1518892,-6.65,8.01,16140371,14196485,13.69,-,1640589
1737,臺鹽,394956,444550,232717,-11.15,69.71,3295171,2535349,29.96,主係子公司臺鹽綠能隨工程完成程度所認列之工程收入增加，導致營收較去年同期增加。,394956
3054,立萬利,2936,2032,7453,44.48,-60.6,40360,261385,-84.55,本期無電子相關營收致本期營收較去年同期減少。,2936
1301,台塑,24683931,21433730,16712494,15.16,47.69,223875176,147890638,51.37,去年受疫情影響，石化產品價格大跌，今年疫情趨緩且供給減少，推升行情，因此累計合併營收比去年增加51.38%。,24683931
1303,南亞,37452644,35710126,24739023,4.87,51.39,341079537,218711317,55.94,去年肺炎疫情影響全球經濟活動；今年景氣大幅增溫，本公司營收較去年大幅增加。,37452644
1304,台聚,6733585,6396966,4622066,5.26,45.68,59143376,39250828,50.68,因市場環境影響，銷售量價皆優於去年同期，故營收增加。,6733585
1305,華夏,2086017,1963157,1386393,6.25,50.46,17185783,10526829,63.25,109年第二季全球爆發第一波新冠肺炎疫情，致需求驟降，今年因部分PVC大廠受疫情、歲修或天災而減產，價格大幅上漲。,2086017
