Unnamed: 0_level_0,Unnamed: 1_level_0,營業收入,營業收入,營業收入,營業收入,營業收入,累計營業收入,累計營業收入,累計營業收入,備註,當月營收
code,公司名稱,當月營收,上月營收,去年當月營收,上月比較 增減(%),去年同月 增減(%),當月累計營收,去年累計營收,前期比較 增減(%),備註,
1101,台泥,8964476,8319971,9206588,7.74,-2.62,67307812,67398791,-0.13,"以上營收不包含停業部門營收:110年8月595,903仟元暨109年8月678,426仟元;110年1-8月8,113,370仟元暨109年1-8月5,104,554仟元",8964476
1102,亞泥,7193266,6477630,6683133,11.04,7.63,53979254,47307654,14.1,-,7193266
1103,嘉泥,166022,192983,152585,-13.97,8.8,1453918,1318033,10.3,-,166022
1104,環泥,431224,493738,366990,-12.66,17.5,3829973,3435661,11.47,-,431224
1108,幸福,249977,310860,366847,-19.58,-31.85,2635052,2977578,-11.5,-,249977
1109,信大,591358,492134,625696,20.16,-5.48,4781224,4537827,5.36,-,591358
1110,東泥,109276,159247,98636,-31.37,10.78,1203643,993770,21.11,-,109276
1201,味全,1917771,1802387,1860519,6.4,3.07,13034161,12171137,7.09,-,1917771
1203,味王,540451,494155,509509,9.36,6.07,3974812,4051015,-1.88,-,540451
1210,大成,7913624,9150386,6771132,-13.51,16.87,65837966,50115919,31.37,-,7913624
1213,大飲,42312,52085,64820,-18.76,-34.72,299920,285217,5.15,-,42312
1215,卜蜂,2037783,2147399,1892166,-5.1,7.69,16013397,14446191,10.84,-,2037783
1216,統一,41942340,41852623,41212854,0.21,1.77,316592095,300458957,5.36,-,41942340
1217,愛之味,605106,441314,639670,37.11,-5.4,3320654,3220304,3.11,-,605106
1218,泰山,960802,895483,853882,7.29,12.52,6565812,5610479,17.02,-,960802
1219,福壽,1167521,1263633,975254,-7.6,19.71,9590926,7872797,21.82,-,1167521
1220,台榮,265446,258235,260431,2.79,1.92,2021307,1768466,14.29,-,265446
1225,福懋油,1052440,1084754,826403,-2.97,27.35,8401897,6653667,26.27,-,1052440
1227,佳格,2813843,2558217,3167337,9.99,-11.16,21048567,20265780,3.86,-,2813843
1229,聯華,793517,965934,701837,-17.84,13.06,7217042,6183870,16.7,-,793517
1231,聯華食,887835,829241,900089,7.06,-1.36,6247836,5791250,7.88,-,887835
1232,大統益,1634616,1556554,1457410,5.01,12.15,12951642,10948019,18.3,-,1634616
1233,天仁,137571,128786,170359,6.82,-19.24,1132169,1238771,-8.6,-,137571
1234,黑松,853329,766210,983169,11.37,-13.2,6001388,5992437,0.14,-,853329
1235,興泰,2284,2096,9481,8.96,-75.9,12009,27170,-55.8,與去年差異超過50%為昇鋒去年同期有238萬股利收入及認列出售股票收入446萬,2284
1236,宏亞,107836,119197,146991,-9.53,-26.63,1049765,956759,9.72,-,107836
1702,南僑,1662626,1492597,1626214,11.39,2.23,12742164,10913096,16.76,-,1662626
1737,臺鹽,364313,315171,257340,15.59,41.56,2455665,2020220,21.55,-,364313
3054,立萬利,3153,2694,13374,17.03,-76.42,35392,240848,-85.3,本期無電子相關營收致本期營收較去年同期減少。,3153
1301,台塑,23158607,22344061,14622498,3.64,58.37,177757514,115342063,54.11,去年受疫情影響，石化產品價格大跌，今年疫情趨緩且供給減少，推升行情，因此8月和累計合併營收分別比去年增加58.38%和54.11%。,23158607
1303,南亞,37422239,36795856,22209740,1.7,68.49,267916767,170144193,57.46,去年全球經濟活動正開始緩步復甦，而今年本公司處於營運高峰，相較之下，營收大幅增加。,37422239
1304,台聚,6074485,5995006,4006402,1.32,51.61,46012825,30321059,51.75,因市場環境影響銷售量價皆優於去年同期，故營收增加。,6074485
1305,華夏,1751859,1830303,1058853,-4.28,65.44,13136609,8005522,64.09,109年第二季全球爆發第一波新冠肺炎疫情，致需求驟降，今年因部分PVC大廠受疫情、歲修或天災而減產，價格大幅上漲。,1751859
1307,三芳,513232,621285,677965,-17.39,-24.29,5717710,5334693,7.17,-,513232
1308,亞聚,788485,821270,407986,-3.99,93.26,5798109,3512254,65.08,產品平均售價較去年同期提高所致,788485
1309,台達化,1846662,1696625,1366998,8.84,35.08,13646901,9295836,46.8,-,1846662
1310,台苯,1130863,1127532,654054,0.29,72.9,7826366,4915099,59.23,主要產品之數量及價格均較去年成長。,1130863
1312,國喬,1877342,1903047,1443785,-1.35,30.02,14949192,9983340,49.74,-,1877342
1313,聯成,7666218,7362982,4621335,4.11,65.88,52720891,29949787,76.03,產品價格較去年同期增加。,7666218
1314,中石化,3348017,3161214,1242352,5.9,169.49,23187613,11793624,96.61,去年同期及累計營收因受疫情影響而較正常低；近期原物料價格上漲及需求回穩，銷量及售價皆上漲，故今年單月及累計營收較去年增加,3348017
1315,達新,209850,287861,191602,-27.1,9.52,1580283,1437383,9.94,-,209850
1321,大洋,545282,497611,447705,9.57,21.79,4228747,3076573,37.44,-,545282
1323,永裕,334429,313681,252044,6.61,32.68,2418615,2193501,10.26,-,334429
1324,地球,92497,87410,86992,5.81,6.32,698589,708616,-1.41,-,92497
1325,恆大,44447,74714,452980,-40.51,-90.18,991930,2521389,-60.65,因新冠肺炎防疫物資競爭激烈，致營收較去年同期減少。,44447
1326,台化,30621450,30240623,18984099,1.25,61.3,240891981,159867505,50.68,比較去年同時疫情影響較緩和，下游需求消費動能提升，致行情上漲，客戶採購動能提升，產銷量增加。,30621450
4306,炎洲,1464255,1465457,1156332,-0.08,26.62,11524565,8713089,32.26,-,1464255
1402,遠東新,19327770,19058851,16731731,1.41,15.51,153140150,133910000,14.36,-,19327770
1409,新纖,4049279,3661437,2949597,10.59,37.28,28835306,20230715,42.53,-,4049279
1410,南染,43566,40335,31428,8.01,38.62,323180,262421,23.15,-,43566
1413,宏洲,260225,247247,100864,5.24,157.99,1895692,954722,98.55,因去年疫情關係基期低,260225
1414,東和,66782,66836,58930,-0.08,13.32,533911,428768,24.52,-,66782
1417,嘉裕,74018,99009,81197,-25.24,-8.84,788304,675505,16.69,-,74018
1418,東華,4421,2766,3575,59.83,23.66,34715,65506,-47.0,-,4421
1419,新紡,223987,166922,155070,34.18,44.44,1575081,1264149,24.59,-,223987
1423,利華,12666,8375,13614,51.23,-6.96,129626,151080,-14.2,-,12666
1434,福懋,2453091,2620085,2189192,-6.37,12.05,21842204,19302984,13.15,-,2453091
1440,南紡,1414727,1721379,1230819,-17.81,14.94,13788146,11179929,23.32,-,1414727
1441,大東,113796,136255,178603,-16.48,-36.28,1001774,1079823,-7.22,-,113796
1444,力麗,1017562,1083349,696679,-6.07,46.05,6903420,5409480,27.61,-,1017562
1445,大宇,102038,107528,67212,-5.1,51.81,769556,616611,24.8,訂單增加營業額成長,102038
1446,宏和,15769,13694,81594,15.15,-80.67,142538,348032,-59.04,因永和合建案已銷售完畢,15769
1447,力鵬,1980684,2046479,960407,-3.21,106.23,16034480,6532291,145.46,因子公司貿易營收增加,1980684
1449,佳和,191301,273727,239951,-30.11,-20.27,1889282,1243447,51.93,訂單增加,191301
1451,年興,815573,757841,657733,7.61,23.99,5165828,4287788,20.47,-,815573
1452,宏益,171621,167154,110149,2.67,55.8,1343026,710064,89.14,去年同期受新冠肺炎疫情影響，營收大幅減少。,171621
1454,台富,128509,150961,63413,-14.87,102.65,1065479,784791,35.76,去年同期受新冠肺炎疫情影響，營收偏低,128509
1455,集盛,987059,1007763,715912,-2.05,37.87,7101980,4667543,52.15,因受疫情影響，營收過度萎縮，致基期較低，本年景氣已回穩。,987059
1457,宜進,356213,350585,193402,1.6,84.18,2770896,1736569,59.56,"109年因台南廠停止生產及疫情影響,致營業額大幅降低,今年已恢復正常。",356213
1459,聯發,200609,213216,124555,-5.91,61.06,1685817,1041386,61.88,去年同期受新型冠狀病毒疫情影響，致去年同期營業收入大幅減少。,200609
1460,宏遠,920232,692595,600632,32.86,53.21,5960951,4192725,42.17,業績成長,920232
1463,強盛,28601,41995,26967,-31.89,6.05,290417,318113,-8.7,-,28601
1464,得力,802061,809029,640626,-0.86,25.19,6659029,5108007,30.36,-,802061
1465,偉全,35555,40990,27972,-13.25,27.1,240659,272035,-11.53,-,35555
