Unnamed: 0_level_0,Unnamed: 1_level_0,營業收入,營業收入,營業收入,營業收入,營業收入,累計營業收入,累計營業收入,累計營業收入,備註,當月營收
code,公司名稱,當月營收,上月營收,去年當月營收,上月比較 增減(%),去年同月 增減(%),當月累計營收,去年累計營收,前期比較 增減(%),備註,
1101,台泥,9832764,9672128,9872865,1.66,-0.4,41542544,39512532,5.13,"以上營收不包含停業部門營收:110年5月1,452,352仟元暨109年5月412,651仟元;110年1-5月4,988,729仟元暨109年1-5月2,965,866仟元",9832764
1102,亞泥,7688883,7830830,7182969,-1.81,7.04,33412854,27073435,23.41,-,7688883
1103,嘉泥,196403,185227,171405,6.03,14.58,926157,825551,12.18,-,196403
1104,環泥,533814,523569,403105,1.95,32.42,2497881,2138069,16.82,-,533814
1108,幸福,357039,345563,357162,3.32,-0.03,1748555,1866080,-6.29,-,357039
1109,信大,627354,766026,706916,-18.1,-11.25,3205731,2644694,21.21,-,627354
1110,東泥,141730,143902,106356,-1.5,33.25,672974,640122,5.13,-,141730
1201,味全,1659960,1567125,1557936,5.92,6.54,7596773,7005685,8.43,-,1659960
1203,味王,488269,470972,467509,3.67,4.44,2447233,2531966,-3.34,-,488269
1210,大成,8266299,9053195,6059697,-8.69,36.41,39691821,30496584,30.15,-,8266299
1213,大飲,35416,31631,28920,11.96,22.46,169313,131402,28.85,-,35416
1215,卜蜂,2086575,1997700,1803246,4.44,15.71,9803260,8896399,10.19,-,2086575
1216,統一,39759158,38356552,36909155,3.65,7.72,193543871,180120300,7.45,-,39759158
1217,愛之味,439985,273615,291246,60.8,51.06,1809439,1734913,4.29,本公司為食品業，5月因COVID-19疫情嚴峻，消費者囤貨抗疫心理因素，使醬菜調理等罐頭，業績迅速成長。,439985
1218,泰山,830360,810520,655813,2.44,26.61,3915372,3190493,22.71,-,830360
1219,福壽,1176668,1240389,922349,-5.13,27.57,6135115,4929985,24.44,-,1176668
1220,台榮,254687,262030,203469,-2.8,25.17,1225477,1020681,20.06,-,254687
1225,福懋油,1114265,1020599,809957,9.17,37.57,5230403,4187259,24.91,-,1114265
1227,佳格,2373213,2337076,2583115,1.54,-8.12,12974905,12232011,6.07,-,2373213
1229,聯華,845247,724446,685815,16.67,23.24,3794986,3481453,9.0,-,845247
1231,聯華食,723277,695795,675104,3.94,7.13,3792625,3419401,10.91,-,723277
1232,大統益,1642167,1916817,1267534,-14.32,29.55,8401715,6600254,27.29,-,1642167
1233,天仁,134815,141150,149497,-4.48,-9.82,758636,761846,-0.42,-,134815
1234,黑松,731347,687081,733260,6.44,-0.26,3633327,3302921,10.0,-,731347
1235,興泰,1066,1112,1915,-4.13,-44.33,5999,8020,-25.19,-,1066
1236,宏亞,98044,100156,66599,-2.1,47.21,738812,606340,21.84,-,98044
1702,南僑,1647810,1680650,1440122,-1.95,14.42,7988751,6452522,23.8,-,1647810
1737,臺鹽,362608,309644,249085,17.1,45.57,1462337,1237913,18.12,-,362608
3054,立萬利,6038,3315,40789,82.14,-85.19,22904,179336,-87.22,本期無電子相關營收致本期營收較去年同期減少。,6038
1301,台塑,24347789,24367037,13455462,-0.07,80.95,109316763,70226720,55.66,去年5月受疫情影響，需求與產品價格下跌，今年全球疫情趨緩，需求及產品價格回升，因此今年5月合併營收較去年同期增加80.95%。,24347789
1303,南亞,34484715,34904534,19418507,-1.2,77.58,159099939,105387094,50.96,去年5月新冠肺炎疫情擴散，由亞洲進而蔓延至歐美，重創全球經濟活動，而今年5月公司營運良好，故相較之下差異較大。,34484715
1304,台聚,5665595,6028023,3401050,-6.01,66.58,27889794,18262779,52.71,因市場環境影響銷售量價皆優於去年同期，故營收增加。,5665595
1305,華夏,1397334,1493823,620635,-6.45,125.14,7869841,4929756,59.63,109年第二季全球爆發第一波新冠肺炎疫情，致需求驟降，今年因部分PVC大廠受疫情、歲修或天災而減產，後疫情需求恢復。,1397334
1307,三芳,604961,697674,418689,-13.28,44.48,3891725,3638763,6.95,-,604961
1308,亞聚,740520,800995,473355,-7.54,56.44,3394207,2220600,52.85,產品平均售價較去年同期提高所致,740520
1309,台達化,1827110,1876788,1137515,-2.64,60.62,8239579,5247845,57.0,持續強化銷售量，銷售量較去年同期增加，且售價優於去年，故營業收入較去年同期增加。,1827110
1310,台苯,1216202,1126664,604350,7.94,101.24,4480573,2893597,54.84,5月份營收較去年同期增加101.24%，SM合約售價格較去年同期上升約107%，銷量也較去年同期呈增長。,1216202
1312,國喬,2029279,1949387,1169189,4.09,73.56,9213798,5878537,56.73,係因主要產品之數量及價格均較去年成長,2029279
1313,聯成,6407063,7594888,4110055,-15.63,55.88,31020638,16954840,82.96,產品價格較去年同期增加。,6407063
1314,中石化,3063236,2814860,1499660,8.82,104.26,13314621,8167575,63.01,去年同期及累計營收因受疫情影響而較正常低；近期原物料價格上漲及需求回穩，銷量及售價皆上漲，故今年單月及累計營收較去年增加,3063236
1315,達新,163373,166442,159245,-1.84,2.59,869134,815851,6.53,-,163373
1321,大洋,634152,544134,363536,16.54,74.43,2712058,1770471,53.18,銷售單價上漲及訂單增加,634152
1323,永裕,306490,303256,286234,1.06,7.07,1439973,1363980,5.57,-,306490
1324,地球,97182,83533,80291,16.33,21.03,432603,446579,-3.12,-,97182
1325,恆大,137103,136427,439228,0.49,-68.78,744191,1183681,-37.12,因市場上新冠肺炎防疫物資產能充足且競爭激烈，致本公司各類防疫物資銷售量值較去年同期減少。,137103
1326,台化,32135688,33047596,18011412,-2.75,78.41,149337535,100589733,48.46,比較去年同時疫情影響較緩和，下游需求消費動能提升，致行情上漲，客戶採購動能穩定，開動率提高產銷量增加。,32135688
4306,炎洲,1488094,1537466,1009828,-3.21,47.36,6974499,5341449,30.57,-,1488094
1402,遠東新,20092465,18494363,16015710,8.64,25.45,94831040,84166889,12.67,-,20092465
1409,新纖,3697034,3774406,2372030,-2.04,55.85,17526721,12393377,41.42,去年因為疫情影響導致營收下降，今年市況回升營收也回升,3697034
1410,南染,52699,42253,38867,24.72,35.58,203282,171347,18.63,-,52699
1413,宏洲,256345,249530,101981,2.73,151.36,1125983,648426,73.64,因去年疫情關係基期低,256345
1414,東和,62640,68982,32832,-9.19,90.78,334561,293819,13.86,去年同期受疫情影響，出貨量減少,62640
1417,嘉裕,93885,113051,79310,-16.95,18.37,525682,410541,28.04,-,93885
1418,東華,6456,6270,8505,2.96,-24.09,25606,43311,-40.87,-,6456
1419,新紡,183301,244757,137126,-25.1,33.67,977946,865623,12.97,-,183301
1423,利華,16819,17732,18695,-5.14,-10.03,88471,91860,-3.68,-,16819
1434,福懋,2935975,3090691,2025420,-5.0,44.95,14186583,13003255,9.1,-,2935975
1440,南紡,1592547,1891812,1173545,-15.81,35.7,8817464,7247818,21.65,-,1592547
1441,大東,147229,113161,112609,30.1,30.74,632414,688804,-8.18,-,147229
1444,力麗,849439,771799,463133,10.05,83.41,3823543,3520403,8.61,去年同期受新型冠狀病毒疫情影響以致於營收衰退，今年營運逐漸恢復正常。,849439
1445,大宇,96775,95403,56628,1.43,70.89,460746,427507,7.77,訂單增加營業額成長,96775
1446,宏和,10211,10098,25015,1.11,-59.18,103500,202974,-49.0,因永和合建案已銷售完畢,10211
1447,力鵬,2263198,1910183,674463,18.48,235.55,10051727,4217777,138.31,因新增子公司貿易營收,2263198
1449,佳和,250156,251070,227360,-0.36,10.02,1090679,733496,48.69,-,250156
1451,年興,596702,572110,307953,4.29,93.76,2906550,2322211,25.16,去年為控制新冠肺炎疫情，賴索托及墨西哥產區分別於109/3/29~109/5/5及109/4/5~109/6/15期間配合當地政府政策暫時停工。,596702
1452,宏益,165986,162389,50251,2.21,230.31,841736,452227,86.13,去年同期受新冠肺炎疫情影響，營收大幅減少。,165986
1454,台富,127550,127762,79555,-0.16,60.32,622317,570391,9.1,去年同期受新冠肺炎疫情影響，營收偏低,127550
1455,集盛,934445,886296,396217,5.43,135.84,4184019,2925220,43.03,因去年度受疫情影響，營收過度萎縮，致基期較低，本年景氣已回穩。,934445
1457,宜進,374574,371454,150806,0.83,148.38,1682653,1201697,40.02,"109年因台南廠停止生產及疫情影響,致營業額大幅降低,今年已恢復正常。",374574
1459,聯發,193385,221026,77458,-12.5,149.66,1087323,723937,50.19,去年同期受新型冠狀病毒疫情影響，致去年同期營業收入大幅減少。,193385
1460,宏遠,744338,740461,369740,0.52,101.31,3626953,2580285,40.56,109年因疫情影響造成營收減少,744338
1463,強盛,41311,45616,18763,-9.43,120.17,193875,251545,-22.92,去年同期因受疫情影響營業額較本年度同期減少.,41311
1464,得力,873158,857655,451265,1.8,93.49,4159692,3510359,18.49,去年度受疫情影響故營收大幅衰退。,873158
1465,偉全,30467,16147,26893,88.68,13.28,119994,181271,-33.8,-,30467
1466,聚隆,294480,262488,83636,12.18,252.09,1339470,962160,39.21,"去年同期受新冠肺炎疫情影響,全球需求減少,造成營收銳減",294480
1467,南緯,465008,487758,315812,-4.66,47.24,2578601,1720943,49.83,-,465008
1468,昶和,101263,118037,78376,-14.21,29.2,459771,432703,6.25,-,101263
1470,大統新創,73372,76700,22179,-4.33,230.81,351801,268003,31.26,"2020年Q2受COVID-19疫情影響,出貨量銳減,造成兩年度明顯差異",73372
1473,台南,183663,384725,266508,-52.26,-31.08,2271810,2554128,-11.05,-,183663
1474,弘裕,273149,265400,194160,2.91,40.68,1328079,1062778,24.96,-,273149
1475,業旺,16641,10945,5601,52.04,197.1,71963,14292,403.51,主要開始銷售染劑產品,16641
1476,儒鴻,3404550,3158046,2039347,7.8,66.94,14782072,9541191,54.92,主係全球經濟逐漸復甦，致業績成長。,3404550
1477,聚陽,1560469,2345903,1438613,-33.48,8.47,10723171,8702559,23.21,-,1560469
4414,如興,929443,1295215,1153962,-28.24,-19.45,6501408,5986560,8.6,-,929443
4426,利勤,65759,51413,71404,27.9,-7.9,340549,534556,-36.29,-,65759
4438,廣越,1337459,625008,1131464,113.99,18.2,3531698,3452093,2.3,-,1337459
4440,宜新實業,147220,142417,44848,3.37,228.26,667059,428959,55.5,去年同期受新冠疫情衝擊，今年市場需求回升，以致今年營收較去年同期增加。,147220
1503,士電,2167952,2429347,1966320,-10.75,10.25,11712445,10270607,14.03,-,2167952
1504,東元,4312815,4105072,3443947,5.06,25.22,19877737,17366587,14.45,-,4312815
1506,正道,81044,67722,77081,19.67,5.14,404332,369824,9.33,-,81044
1513,中興電,1043468,1678387,1099407,-37.82,-5.08,7404568,5353686,38.3,-,1043468
1514,亞力,452007,386044,435413,17.08,3.81,2068505,2078153,-0.46,-,452007
1515,力山,1497563,1471519,643187,1.76,132.83,7007897,2556220,174.15,客戶銷售狀況好增加採購量,1497563
1517,利奇,408181,385312,248371,5.93,64.34,1802853,996862,80.85,"主係自行車零組件受惠全球自行車零售巿場持續熱銷,造就本公司集團出貨量及金額大增。",408181
1519,華城,723841,683460,662623,5.9,9.23,3003293,2814503,6.7,-,723841
1526,日馳,160701,155818,89112,3.13,80.33,658938,408976,61.11,因市場需求增加，致本月營收優於去年同期。,160701
1527,鑽全,443928,335787,285485,32.2,55.49,1892497,1410208,34.19,國外市場需求增加,443928
1528,恩德,307483,287133,211278,7.08,45.53,1354376,1322791,2.38,-,307483
1529,樂事綠能,13803,20595,8648,-32.97,59.6,64779,252444,-74.33,"本年迄今因太陽能工程案量少,致營收較去年同期減少",13803
1530,亞崴,311606,311109,275918,0.15,12.93,1426702,1156882,23.32,-,311606
1531,高林股,213474,260585,99468,-18.07,114.61,1098256,581481,88.87,去年逢大陸爆發疫情並漫延全世界影響，業績衰退，比較基期低所致。,213474
1532,勤美,994013,1289068,748855,-22.88,32.73,5938551,3849242,54.27,兩期變動達50%以上，主係去年營收受新冠疫情影響基期較低，今年度營收回復過往水準，及今年認列完工交屋營建收入較去年增加所致,994013
1535,中宇,660989,640253,650920,3.23,1.54,3475198,3289360,5.64,-,660989
1537,廣隆,644513,611767,595517,5.35,8.22,2952238,2804899,5.25,-,644513
1538,正峰,28609,18568,21988,54.07,30.11,108452,105384,2.91,-,28609
1539,巨庭,272787,243445,168045,12.05,62.32,1131610,780914,44.9,國外市場需求增加,272787
1540,喬福,36859,42144,9169,-12.54,301.99,197607,114642,72.36,出口回升,36859
1541,錩泰,491464,475146,361394,3.43,35.99,2245994,1883248,19.26,-,491464
1558,伸興,643327,800381,413366,-19.62,55.63,3988929,2087552,91.08,"本月增加百分比達50%以上,係因歐美縫紉機需求增加",643327
1560,中砂,507991,480526,413221,5.71,22.93,2453254,2091412,17.3,-,507991
1583,程泰,567389,594390,418300,-4.54,35.64,2668445,1889354,41.23,-,567389
1597,直得,162123,161737,128609,0.23,26.05,742515,549474,35.13,-,162123
2049,上銀,2369013,2236269,1861385,5.93,27.27,10596729,7222336,46.72,-,2369013
2371,大同,2764705,2218017,2469955,24.64,11.93,11550811,13991998,-17.44,-,2764705
3167,大量,437884,428134,159356,2.27,174.78,1824021,660916,175.98,市場設備需求逐漸復甦所致,437884
4526,東台,991786,802071,718133,23.65,38.1,3639214,3109916,17.01,-,991786
4532,瑞智,1970258,2222346,1590403,-11.34,23.88,10020611,7503817,33.54,-,1970258
4540,全球傳動,310702,268079,216908,15.89,43.24,1223598,1002414,22.06,-,310702
4555,氣立,186931,184820,150572,1.14,24.14,818316,601063,36.14,-,186931
4562,穎漢,60754,66711,58340,-8.92,4.13,306073,265949,15.08,-,60754
4564,元翎,211498,160262,159699,31.97,32.43,953666,809020,17.87,-,211498
4566,時碩工業,342378,367012,189162,-6.71,80.99,1842081,1389984,32.52,主係去年同期疫情影響營收，本期逐步恢復。及工業應用商品營收持續成長所致。,342378
4572,駐龍,33177,33276,33533,-0.29,-1.06,139818,184867,-24.36,-,33177
4576,大銀微系統,252284,265557,220983,-4.99,14.16,1212821,1011592,19.89,-,252284
4583,台灣精銳,283681,309783,219303,-8.42,29.35,1373028,1132046,21.28,-,283681
6606,建德工業,81905,79950,63351,2.44,29.28,351552,238017,47.7,-,81905
8222,寶一,25337,31271,26299,-18.97,-3.65,135958,237354,-42.71,-,25337
8374,羅昇,348777,306808,235146,13.67,48.32,1533670,1137833,34.78,新產品開始貢獻營收，5月營收創3年來新高,348777
8996,高力,186635,202151,150929,-7.67,23.65,892519,862673,3.45,-,186635
1603,華電,161627,148748,107088,8.65,50.92,1048799,919800,14.02,"本公司產品為訂單式生產。營收增加主要係本期有交貨161KV電力電纜線，金額為63,713仟元。",161627
1604,聲寶,838750,683761,748297,22.66,12.08,3631081,3134407,15.84,-,838750
1605,華新,12770540,12244761,7208866,4.29,77.15,53869678,44318021,21.55,主係本期銷售價、量均較去年同期增加所致,12770540
1608,華榮,880343,808397,769694,8.89,14.37,3938524,2981125,32.11,-,880343
1609,大亞,2373863,2105240,1456484,12.75,62.98,10490754,6890166,52.25,係因銅價上漲所致,2373863
1611,中電,145031,147596,162147,-1.73,-10.55,753474,894434,-15.75,-,145031
1612,宏泰,541426,496329,435517,9.08,24.31,2496903,1927600,29.53,-,541426
1614,三洋電,613425,453266,575613,35.33,6.56,2388364,2153917,10.88,-,613425
1615,大山,343992,885445,303998,-61.15,13.15,2016334,1170317,72.28,110年累計營收較去年同期累計營收成長72.29%。係110/3-5增加子公司營建收入所致。,343992
1616,億泰,284397,204612,224775,38.99,26.52,1116213,1126920,-0.95,-,284397
1617,榮星,392786,445931,190355,-11.91,106.34,1872206,1082414,72.96,因銅價持續上漲，客戶需求也增加所致。,392786
1618,合機,445601,176037,206328,153.12,115.96,1434108,841175,70.48,"110年5月業主通知交貨較多,致超高壓線及銅板等出貨量較去年同期增加。",445601
4930,燦星網,928529,975530,662930,-4.81,40.06,4438430,2761655,60.71,"109/3/27董事會決議處分燦星國旅全數持股，109年第一季起將該公司轉列停業單位，合併營收109年5月累積扣除110,186仟元。",928529
5283,禾聯碩,705248,541955,550634,30.13,28.07,2540904,2178520,16.63,-,705248
1708,東鹼,292402,415078,336406,-29.55,-13.08,1553910,1733342,-10.35,-,292402
1709,和益,899382,754119,565530,19.26,59.03,3989582,3583875,11.32,主係產品銷售量增加及銷售價格調漲,899382
1710,東聯,2476338,2601336,1797573,-4.8,37.76,11652437,7588105,53.56,2021年1~5月合併公司主要產品乙二醇之單價增加43%所致。,2476338
1711,永光,783261,793963,472568,-1.34,65.74,3858027,3299037,16.94,主要係去年同期受到新冠肺炎疫情之影響，各國紛紛採取鎖國及封城等措施，整體需求大幅下降，致使基期較低所致。,783261
1712,興農,1543796,1509545,1472936,2.26,4.81,7882391,7709740,2.23,-,1543796
1713,國化,51729,47429,37539,9.06,37.8,233250,205600,13.44,-,51729
1714,和桐,1622275,1732500,2098560,-6.36,-22.69,8203799,9705918,-15.47,-,1622275
1717,長興,4316922,4718326,2896092,-8.5,49.06,20237667,13700545,47.71,-,4316922
1718,中纖,2587885,2680593,2191961,-3.45,18.06,12975116,11881865,9.2,"備註	本月份自結異業別合併營收資訊,未經會計師簽證或核閱",2587885
1721,三晃,230490,212536,211844,8.44,8.8,1169684,1279750,-8.6,-,230490
1722,台肥,728505,858319,745409,-15.12,-2.26,4532339,4687321,-3.3,-,728505
1723,中碳,642982,649410,394598,-0.98,62.94,2961248,2326056,27.3,本月營收較去年同月增加幅度較大，主係因油價較去年同期大漲，帶動主要產品售價上漲，導致本月營收較去年同期增加。,642982
1725,元禎,931594,975515,531424,-4.5,75.3,4285734,2781226,54.09,本年度因油價回升及石油產業復甦，下游備料增加，故本月營收亦較去年同期成長。,931594
1726,永記,764047,673100,595797,13.51,28.23,3527160,3135072,12.5,-,764047
1727,中華化,148585,157320,149425,-5.55,-0.56,740312,789738,-6.25,-,148585
1730,花仙子,190970,185384,234770,3.01,-18.65,1278777,1151971,11.0,-,190970
1732,毛寶,54893,55982,51019,-1.94,7.59,268947,271916,-1.09,-,54893
1735,日勝化,275343,286670,133159,-3.95,106.77,1243566,821734,51.33,去年同期合併營收受新型冠狀病毒疫情影響較深，本期所受影響已減少。另原物料上漲，售價亦有調漲所致,275343
1773,勝一,945261,855267,580843,10.52,62.73,4094330,3219494,27.17,溶劑銷量較去年同期增加,945261
1776,展宇,115808,136020,87440,-14.85,32.44,625740,566678,10.42,-,115808
4720,德淵,289020,303251,267049,-4.69,8.22,1424036,1125712,26.5,-,289020
4722,國精化,348321,402600,279843,-13.48,24.47,1884475,1546190,21.87,-,348321
4739,康普,621067,642018,395847,-3.26,56.89,2956215,2154734,37.19,本月營收較去年同期增加56.90%主係動力電池材料銷售增加,621067
4755,三福化,336226,301878,267628,11.37,25.63,1607949,1463071,9.9,-,336226
4764,雙鍵,283085,226738,171034,24.85,65.51,1234398,984336,25.4,本期因市場回溫及客戶備貨需求提升，故營收較去年同期成長。,283085
4766,南寶,1434501,1556128,1006512,-7.81,42.52,7283447,5913892,23.15,-,1434501
4770,上品,249737,306316,257323,-18.47,-2.94,1321486,869064,52.05,本年累計數較去年同期增加，主係本期對銷貨客戶之設備出貨增加所致,249737
1701,中化,717855,647486,625512,10.86,14.76,3374154,3432262,-1.69,-,717855
