code,公司名稱,當月營收,上月營收,去年當月營收,上月比較 增減(%),去年同月 增減(%),當月累計營收,去年累計營收,前期比較 增減(%),備註,
1101,台泥,9596091,9100119,7733787,5.45,24.08,45057867,38998743,15.53,-,9596091
1102,亞泥,7238507,7168871,8000427,0.97,-9.52,33616090,36392463,-7.62,-,7238507
1103,嘉泥,227797,220272,163521,3.41,39.3,1099471,844186,30.24,-,227797
1104,環泥,671021,644087,537082,4.18,24.93,3150457,2707829,16.34,-,671021
1108,幸福,482963,396170,332258,21.9,45.35,1971812,1548687,27.32,-,482963
1109,信大,627486,552377,654002,13.59,-4.05,2514021,2413008,4.18,-,627486
1110,東泥,213937,219472,89660,-2.52,138.6,961547,647008,48.61,主要係因本公司去年停電無法生產導致銷量下降。,213937
1201,味全,1760630,1684136,1662683,4.54,5.89,8234036,7708487,6.81,-,1760630
1203,味王,552211,506873,533780,8.94,3.45,2634731,2584726,1.93,-,552211
1210,大成,9815309,8940319,8649541,9.78,13.47,45820961,43863866,4.46,-,9815309
1213,大飲,13163,16652,26236,-20.95,-49.82,120066,155701,-22.88,-,13163
1215,卜蜂,2519816,2470578,2311671,1.99,9.0,12222464,11703131,4.43,-,2519816
1216,統一,46350796,44069723,43215655,5.17,7.25,221824219,210467983,5.39,-,46350796
1217,愛之味,396832,342778,384976,15.76,3.07,1910860,1828143,4.52,-,396832
1218,泰山,871543,820342,902029,6.24,-3.37,4339483,4465118,-2.81,-,871543
1219,福壽,1442360,1297059,1451392,11.2,-0.62,6988970,7145936,-2.19,-,1442360
1220,台榮,280527,266541,292492,5.24,-4.09,1201809,1357564,-11.47,-,280527
1225,福懋油,1233009,1108821,1269125,11.2,-2.84,6139163,5994651,2.41,-,1233009
1227,佳格,2136966,2068043,1961006,3.33,8.97,10085508,10849287,-7.03,-,2136966
1229,聯華,993539,846720,914089,17.33,8.69,4711706,4391797,7.28,-,993539
1231,聯華食,793134,808023,815527,-1.84,-2.74,4374939,4151739,5.37,-,793134
1232,大統益,1998466,1788853,1974737,11.71,1.2,9995235,9592831,4.19,-,1998466
1233,天仁,173923,165246,148437,5.25,17.16,864155,735119,17.55,-,173923
1234,黑松,775650,696800,605223,11.31,28.15,4014478,3294863,21.84,-,775650
1235,興泰,3193,2232,1859,43.05,71.75,11186,6607,69.3,本期銷貨收入較去年同期增加133.4萬,3193
1236,宏亞,131830,133452,138780,-1.21,-5.0,754849,813525,-7.21,-,131830
1702,南僑,1923791,1907435,1713829,0.85,12.25,9101815,8112206,12.19,-,1923791
1737,臺鹽,315818,260635,296471,21.17,6.52,1441454,1519886,-5.16,-,315818
3054,立萬利,4436,2788,2591,59.11,71.2,14779,12983,13.83,主係子公司銷售庫存致本月營收增加。,4436
1301,台塑,16356337,16196620,24846638,0.98,-34.17,84766274,120996386,-29.94,-,16356337
1303,南亞,22593257,21354749,32883176,5.79,-31.29,109721782,164672296,-33.36,-,22593257
1304,台聚,4495696,4274766,6065369,5.16,-25.87,21944695,28887169,-24.03,-,4495696
1305,華夏,1176829,1148546,1631728,2.46,-27.87,6105552,8654644,-29.45,-,1176829
1307,三芳,823622,739298,860620,11.4,-4.29,4172618,4461130,-6.46,-,823622
1308,亞聚,592132,522892,874100,13.24,-32.25,2684125,3595705,-25.35,-,592132
1309,台達化,1247913,1268082,1633100,-1.59,-23.58,6089788,7807141,-21.99,-,1247913
1310,台苯,711900,963801,1389847,-26.13,-48.77,3994096,6222031,-35.8,-,711900
1312,國喬,1370520,1411037,1854261,-2.87,-26.08,6998826,8200378,-14.65,-,1370520
1313,聯成,5715364,6326080,6945761,-9.65,-17.71,27918140,32877104,-15.08,-,5715364
1314,中石化,2324331,2465204,2898219,-5.71,-19.8,9934959,13062446,-23.94,-,2324331
1315,達新,279353,141178,304665,97.87,-8.3,961567,1103718,-12.87,-,279353
1321,大洋,428661,387158,668832,10.71,-35.9,2146918,3070973,-30.08,-,428661
1323,永裕,284140,267845,262516,6.08,8.23,1355523,1557226,-12.95,-,284140
1324,地球,80437,66894,79065,20.24,1.73,378673,430168,-11.97,-,80437
1325,恆大,38968,29040,54809,34.18,-28.9,177676,256382,-30.69,-,38968
1326,台化,24506583,25509217,34894962,-3.93,-29.77,133044626,166712996,-20.19,-,24506583
4306,炎洲,1079925,1043274,1407701,3.51,-23.28,5072044,6672696,-23.98,-,1079925
1402,遠東新,21526680,20078194,23317154,7.21,-7.67,103144021,108695578,-5.1,-,21526680
1409,新纖,3191580,3031779,4034111,5.27,-20.88,15357201,20640375,-25.59,-,3191580
1410,南染,23932,15452,47273,54.87,-49.37,93598,172198,-45.64,本公司111年8月26日發布停止染整代工故影響營業收入,23932
1413,宏洲,139321,168387,296340,-17.26,-52.98,775465,1507898,-48.57,因通膨讓消費疲弱，景氣低迷，品牌廠存去化不如預期所致,139321
