code,公司名稱,當月營收,上月營收,去年當月營收,上月比較 增減(%),去年同月 增減(%),當月累計營收,去年累計營收,前期比較 增減(%),備註,
1101,台泥,8786909,9371746,9674576,-6.24,-9.17,99100658,100384633,-1.27,-,8786909
1102,亞泥,6915817,6706168,8306062,3.12,-16.73,73861071,82003956,-9.92,-,6915817
1103,嘉泥,255428,257343,221763,-0.74,15.18,2628002,2025015,29.77,-,255428
1104,環泥,777614,654514,631827,18.8,23.07,7059882,6330757,11.51,-,777614
1108,幸福,503715,451146,383773,11.65,31.25,4645368,3731154,24.5,-,503715
1109,信大,532975,531941,669587,0.19,-20.4,5690702,5872237,-3.09,-,532975
1110,東泥,229619,191120,198316,20.14,15.78,2062261,1626839,26.76,-,229619
1201,味全,1854759,1894929,1596213,-2.11,16.19,19740018,18529734,6.53,-,1854759
1203,味王,565727,504360,538061,12.16,5.14,5788984,5769452,0.33,-,565727
1210,大成,9371916,8992288,10074064,4.22,-6.96,101517687,102881897,-1.32,-,9371916
1213,大飲,31,403,30289,-92.3,-99.89,110350,359159,-69.27,1.營收大幅衰退，係因四月下旬暫時停工迄今，暫無產品銷售所致。,31
1215,卜蜂,2419018,2382360,2595219,1.53,-6.78,26751822,26211109,2.06,-,2419018
1216,統一,48163404,49801476,40656907,-3.28,18.46,531816272,480084395,10.77,-,48163404
1217,愛之味,308855,323973,304862,-4.66,1.3,4588973,4465082,2.77,-,308855
1218,泰山,978504,893674,927603,9.49,5.48,10458144,10257042,1.96,-,978504
1219,福壽,1419631,1280865,1445798,10.83,-1.8,15100454,15533376,-2.78,-,1419631
1220,台榮,338368,289053,350129,17.06,-3.35,2982215,3239081,-7.93,-,338368
1225,福懋油,1237270,1212955,1291214,2.0,-4.17,13362896,13827751,-3.36,-,1237270
1227,佳格,2683145,2027434,2778357,32.34,-3.42,24840214,25360333,-2.05,-,2683145
1229,聯華,1176212,1200893,941152,-2.05,24.97,11663834,11096785,5.11,-,1176212
1231,聯華食,827389,874442,869263,-5.38,-4.81,9691289,9499090,2.02,-,827389
1232,大統益,1923822,1922344,2258878,0.07,-14.83,21553923,22145699,-2.67,-,1923822
1233,天仁,172074,175783,177433,-2.1,-3.02,1918256,1654676,15.92,-,172074
1234,黑松,892680,960839,919746,-7.09,-2.94,9817643,8702369,12.81,-,892680
1235,興泰,19326,3323,2669,481.58,624.09,55359,54723,1.16,本月取得泰宇網通(股)公司60%股權，故成為子公司，營業收入合併申報,19326
1236,宏亞,164750,125408,190090,31.37,-13.33,1711587,1788617,-4.3,-,164750
