code,公司名稱,當月營收,上月營收,去年當月營收,上月比較 增減(%),去年同月 增減(%),當月累計營收,去年累計營收,前期比較 增減(%),備註,
1101,台泥,10102468,9145989,8319971,10.45,21.42,58247200,58343336,-0.16,"以上營收不包含停業部門營收:111年7月 0 仟元暨110年7月1,366,138仟元；111年1-7月 0 仟元暨110年1-7月7,517,467仟元",10102468
1102,亞泥,7864622,7776413,6818111,1.13,15.34,52033498,47463879,9.62,-,7864622
1103,嘉泥,178825,183177,192983,-2.37,-7.33,1206188,1287896,-6.34,-,178825
1104,環泥,580420,573028,493738,1.28,17.55,3861277,3398749,13.6,-,580420
1108,幸福,326691,334113,310860,-2.22,5.09,2209491,2385075,-7.36,-,326691
1109,信大,557403,591868,492134,-5.82,13.26,3562279,4189866,-14.97,-,557403
1110,東泥,134470,115133,159247,16.79,-15.55,896611,1094366,-18.07,-,134470
1201,味全,1907939,1754660,1802387,8.73,5.85,11371086,11116390,2.29,-,1907939
1203,味王,514516,527809,494155,-2.51,4.12,3627051,3434361,5.61,-,514516
1210,大成,9161168,9471082,9150386,-3.27,0.11,62496115,57924342,7.89,-,9161168
1213,大飲,29503,40233,52085,-26.66,-43.35,223225,257608,-13.34,-,29503
1215,卜蜂,2400161,2335487,2147399,2.76,11.77,16438779,13975614,17.62,-,2400161
1216,統一,47295432,44266245,41852623,6.84,13.0,302029660,274649755,9.96,-,47295432
1217,愛之味,512688,403129,441314,27.17,16.17,2743960,2715548,1.04,-,512688
1218,泰山,1023417,877120,895483,16.67,14.28,6365655,5605010,13.57,-,1023417
1219,福壽,1321525,1345756,1263633,-1.8,4.58,9813216,8423405,16.49,-,1321525
1220,台榮,294528,294470,258235,0.01,14.05,1946562,1755861,10.86,-,294528
1225,福懋油,1301087,1319645,1084754,-1.4,19.94,8615383,7349457,17.22,-,1301087
1227,佳格,2146094,1873382,2558217,14.55,-16.1,14868763,18234724,-18.45,-,2146094
1229,聯華,906199,2208773,965934,-58.97,-6.18,7506769,6423525,16.86,-,906199
1231,聯華食,987622,821455,829241,20.22,19.09,5960816,5360001,11.2,-,987622
1232,大統益,1798053,2040294,1556554,-11.87,15.51,13431178,11317026,18.68,-,1798053
1233,天仁,148964,134187,128786,11.01,15.66,1018270,994598,2.38,-,148964
1234,黑松,952900,752225,766210,26.67,24.36,4999988,5148059,-2.87,-,952900
1235,興泰,3274,2723,2096,20.23,56.2,12604,9725,29.6,本期銷貨收入較去年同期增加117.8萬,3274
1236,宏亞,170333,114716,119197,48.48,42.9,1098574,941929,16.63,-,170333
1702,南僑,1604189,1800363,1492597,-10.89,7.47,11516758,11079538,3.94,-,1604189
1737,臺鹽,305192,276814,315171,10.25,-3.16,2101892,2091352,0.5,-,305192
3054,立萬利,3012,2943,2694,2.34,11.8,18938,32239,-41.25,-,3012
1301,台塑,19936058,23931750,22344061,-16.69,-10.77,164864195,154598907,6.63,-,19936058
1303,南亞,27970940,32151862,36795856,-13.0,-23.98,224795098,230494528,-2.47,-,27970940
1304,台聚,5657528,6140523,5995006,-7.86,-5.62,40685220,39938340,1.87,-,5657528
1305,華夏,1560080,1492779,1830303,4.5,-14.76,11707503,11384750,2.83,-,1560080
1307,三芳,923832,857800,621285,7.69,48.69,6242762,5204478,19.94,-,923832
1308,亞聚,969456,893613,821270,8.48,18.04,5458774,5009624,8.96,-,969456
1309,台達化,1586565,1817648,1696625,-12.71,-6.48,11211354,11800239,-4.99,-,1586565
1310,台苯,1314555,1135720,1127532,15.74,16.58,8672306,6695503,29.52,-,1314555
1312,國喬,1382426,1839479,1903047,-24.84,-27.35,11422283,13071850,-12.61,-,1382426
1313,聯成,5993125,6930762,7362982,-13.52,-18.6,45897801,45134011,1.69,-,5993125
1314,中石化,2318156,2458926,3161214,-5.72,-26.66,17839529,19839596,-10.08,-,2318156
1315,達新,212786,201760,287861,5.46,-26.08,1518260,1370432,10.78,-,212786
1321,大洋,474542,651162,497611,-27.12,-4.63,4196680,3683449,13.93,-,474542
1323,永裕,321947,331396,313681,-2.85,2.63,2210568,2084186,6.06,-,321947
1324,地球,73983,86540,87410,-14.51,-15.36,590691,606092,-2.54,-,73983
1325,恆大,50686,44123,74714,14.87,-32.15,351191,947483,-62.93,新冠肺炎各類防疫物資競爭激烈。,50686
1326,台化,31249506,36477227,30240623,-14.33,3.33,234439729,210270531,11.49,-,31249506
4306,炎洲,1253875,1331954,1465457,-5.86,-14.43,9258525,10060310,-7.96,-,1253875
1402,遠東新,22144589,23978112,19058851,-7.64,16.19,154818279,133812380,15.69,-,22144589
1409,新纖,4072380,3930119,3661437,3.61,11.22,28642874,24786027,15.56,-,4072380
1410,南染,30028,30146,40335,-0.39,-25.55,232372,279614,-16.89,-,30028
1413,宏洲,219957,268894,247247,-18.19,-11.03,1996749,1635467,22.09,-,219957
1414,東和,60543,68651,66836,-11.81,-9.41,447052,467129,-4.29,-,60543
1417,嘉裕,120361,103180,99009,16.65,21.56,832193,714286,16.5,-,120361
1418,東華,427,1101,2766,-61.21,-84.56,10068,30294,-66.76,因本公司110.4.1董事會通過亞克力棉生產線停止生產。,427
1419,新紡,270399,234378,166922,15.36,61.99,1733419,1351094,28.29,客戶訂單量增加,270399
1423,利華,10059,9338,8375,7.72,20.1,112186,116960,-4.08,-,10059
1434,福懋,2957701,2908460,2620085,1.69,12.88,21153154,19389113,9.09,-,2957701
1440,南紡,1727479,1865022,1721379,-7.37,0.35,13117732,12373419,6.01,-,1727479
1441,大東,141393,154545,136255,-8.51,3.77,990662,887977,11.56,-,141393
1444,力麗,1124306,1159040,1083349,-2.99,3.78,7743690,5885858,31.56,-,1124306
1445,大宇,129689,103931,107528,24.78,20.6,840818,667518,25.96,-,129689
1446,宏和,20368,10419,13694,95.48,48.73,87562,126769,-30.92,-,20368
1447,力鵬,3157856,2998409,2046479,5.31,54.3,17267630,14053796,22.86,本月子公司因受原物料價格上漲及貿易量增加之影響，故營收增加。,3157856
1449,佳和,182939,234689,273727,-22.05,-33.16,1498327,1697980,-11.75,-,182939
1451,年興,861416,785726,757841,9.63,13.66,5304198,4350255,21.92,-,861416
1452,宏益,135987,167982,167154,-19.04,-18.64,1161439,1171405,-0.85,-,135987
1454,台富,155473,148825,150961,4.46,2.98,1106943,936970,18.14,-,155473
1455,集盛,742046,896410,1007763,-17.22,-26.36,6117462,6114921,0.04,-,742046
1457,宜進,309944,353383,350585,-12.29,-11.59,2697403,2414683,11.7,-,309944
1459,聯發,162430,183419,213216,-11.44,-23.81,1359291,1486199,-8.53,-,162430
1460,宏遠,835539,825306,692595,1.23,20.63,5777472,5040162,14.62,-,835539
1463,強盛,43449,32641,41995,33.11,3.46,295011,261816,12.67,-,43449
1464,得力,981694,1117759,809029,-12.17,21.34,7160265,5856968,22.25,-,981694
