Unnamed: 0_level_0,Unnamed: 1_level_0,營業收入,營業收入,營業收入,營業收入,營業收入,累計營業收入,累計營業收入,累計營業收入,備註,當月營收
code,公司名稱,當月營收,上月營收,去年當月營收,上月比較 增減(%),去年同月 增減(%),當月累計營收,去年累計營收,前期比較 增減(%),備註,
1101,台泥,9752687,9565047,9904802,1.96,-1.53,96223350,95805296,0.43,"以上營收不包含停業部門營收:110年11月 0 仟元暨109年11月984,856仟元；110年1-11月8,113,370仟元暨109年1-11月7,626,754仟元",9752687
1102,亞泥,8985672,9454594,7923604,-4.95,13.4,80250990,69921108,14.77,-,8985672
1103,嘉泥,197773,193141,208929,2.39,-5.33,2046138,1856092,10.23,-,197773
1104,環泥,592281,558944,488513,5.96,21.24,5509449,4870949,13.1,-,592281
1108,幸福,268037,276724,402129,-3.13,-33.34,3449777,4142126,-16.71,-,268037
1109,信大,781722,660615,719102,18.33,8.7,6600446,6722314,-1.81,-,781722
1110,東泥,160698,151364,149741,6.16,7.31,1655721,1430359,15.75,-,160698
1201,味全,1636605,1709407,1588873,-4.25,3.0,18201885,17184961,5.91,-,1636605
1203,味王,388602,441364,481337,-11.95,-19.26,5309678,5507986,-3.6,-,388602
1210,大成,8855770,8186264,7431123,8.17,19.17,92373297,72313859,27.73,-,8855770
1213,大飲,35048,27981,25440,25.25,37.76,397336,378364,5.01,-,35048
1215,卜蜂,2255138,2086329,1851586,8.09,21.79,22403152,20131767,11.28,-,2255138
1216,統一,39352262,39134900,35858206,0.55,9.74,436202984,413133859,5.58,-,39352262
1217,愛之味,306835,305710,284591,0.36,7.81,4396699,4336069,1.39,-,306835
1218,泰山,893101,829908,670202,7.61,33.25,9177103,7776069,18.01,-,893101
1219,福壽,1403710,1209578,1086305,16.04,29.21,13396529,11144695,20.2,-,1403710
1220,台榮,332714,280906,218974,18.44,51.94,2902585,2516468,15.34,營收增加原因係因母公司110年11月份飼料、果糖營收增加及子公司禾榮公司因新冠肺炎疫情減緩致使11月份營收增加。,332714
1225,福懋油,1322704,1081685,900073,22.28,46.95,11852183,9206627,28.73,-,1322704
1227,佳格,3684840,2716771,3556835,35.63,3.59,30744920,30593718,0.49,-,3684840
1229,聯華,1133311,974105,701599,16.34,61.53,10157181,8608377,17.99,本公司本月合併營收成長主因系統整合專案陸續完工驗收及麵粉銷量與價格較去年同期成長。,1133311
1231,聯華食,748007,752598,702239,-0.61,6.51,8454777,7896107,7.07,-,748007
1232,大統益,2105196,1987843,1594098,5.9,32.06,18695324,15595930,19.87,-,2105196
1233,天仁,161242,140650,186443,14.64,-13.51,1597963,1752965,-8.84,-,161242
1234,黑松,784292,765041,737796,2.51,6.3,8341555,8360600,-0.22,-,784292
1235,興泰,1203,1776,8146,-32.26,-85.23,39863,69856,-42.93,與去年差異超過50%為昇鋒去年同期認列出售股票收入668萬,1203
1236,宏亞,147790,119686,143333,23.48,3.1,1491592,1406104,6.07,-,147790
1702,南僑,1663975,1640589,1531731,1.42,8.63,17800672,15728216,13.17,-,1663975
1737,臺鹽,252705,394956,252684,-36.01,0.0,3547876,2788033,27.25,-,252705
3054,立萬利,4544,2936,5616,54.76,-19.08,44904,267001,-83.18,本期無電子相關營收致本期營收較去年同期減少。,4544
1301,台塑,24523688,24683931,18212643,-0.64,34.65,248398864,166103281,49.54,-,24523688
1303,南亞,36046868,37452644,26310187,-3.75,37.0,377126405,245021504,53.91,今年疫情趨緩，全球消費動能回溫，本公司營收較去年同期大幅增加。,36046868
1304,台聚,6835786,6733585,5133507,1.51,33.16,65979162,44384335,48.65,-,6835786
1305,華夏,1697043,2086017,1525029,-18.64,11.27,18882826,12051858,56.67,109年第二季全球爆發第一波新冠肺炎疫情，致需求驟降，今年因部分PVC大廠受疫情、歲修或天災而減產，價格大幅上漲。,1697043
1307,三芳,801545,635756,731314,26.07,9.6,7705866,7747896,-0.54,-,801545
1308,亞聚,1054461,943444,576968,11.76,82.75,8649194,5021353,72.24,產品平均售價較去年同期提高所致,1054461
1309,台達化,1899476,1851988,1622907,2.56,17.04,19211800,13709597,40.13,-,1899476
1310,台苯,1069782,869299,975087,23.06,9.71,10795394,7241539,49.07,-,1069782
1312,國喬,1966650,2005736,1685135,-1.94,16.7,20793532,14723471,41.22,-,1966650
1313,聯成,7348472,6861565,5696942,7.09,28.98,74325945,45742581,62.48,產品價格較去年同期增加。,7348472
1314,中石化,2985458,3189912,1390823,-6.4,114.65,32247012,15703933,105.34,去年同期及累計營收因受疫情影響而較正常低；今年原物料價格上漲及需求回穩，銷量及售價皆上漲，故今年單月及累計營收較去年增加,2985458
1315,達新,237333,178690,179377,32.81,32.3,2181515,2025332,7.71,-,237333
1321,大洋,470119,662746,471422,-29.06,-0.27,5958784,4510791,32.1,-,470119
1323,永裕,327627,351157,313683,-6.7,4.44,3441807,3103698,10.89,-,327627
1324,地球,95952,84282,76948,13.84,24.69,975737,953038,2.38,-,95952
