code,公司名稱,當月營收,上月營收,去年當月營收,上月比較 增減(%),去年同月 增減(%),當月累計營收,去年累計營收,前期比較 增減(%),備註,
1101,台泥,9514039,8786909,12584154,8.27,-24.39,108614697,112968787,-3.85,台泥12月合併營收較去年同期減少24.4%，主要是合併個體 和平電力依約進行一號機組之例行性歲修，致發電量減少所致。,9514039
1102,亞泥,6313936,6915817,8340507,-8.7,-24.29,80175007,90344463,-11.25,-,6313936
1103,嘉泥,283279,255428,228644,10.9,23.89,2911281,2253659,29.18,-,283279
1104,環泥,742480,777614,725055,-4.51,2.4,7802362,7055812,10.58,-,742480
1108,幸福,449490,503715,418099,-10.76,7.5,5094858,4149253,22.78,-,449490
1109,信大,569161,532975,516142,6.78,10.27,6259863,6388379,-2.01,-,569161
1110,東泥,211257,229619,167733,-7.99,25.94,2273518,1794572,26.68,-,211257
1201,味全,1736336,1854759,1453858,-6.38,19.42,21476354,19983592,7.46,-,1736336
1203,味王,559442,565727,609563,-1.11,-8.22,6348426,6379015,-0.47,-,559442
1210,大成,9270160,9371916,10247364,-1.08,-9.53,110787847,113129261,-2.06,-,9270160
1213,大飲,3523,31,34198,11264.51,-89.69,113873,393357,-71.05,營收大幅衰退，係因四月下旬至11月中旬暫時停工無產品銷售所致。,3523
1215,卜蜂,2407927,2419018,2748111,-0.45,-12.37,29159749,28959220,0.69,-,2407927
1216,統一,49174331,48163404,44564715,2.09,10.34,580990603,524649110,10.73,-,49174331
1217,愛之味,311678,308855,335992,0.91,-7.23,4900651,4801074,2.07,-,311678
1218,泰山,753291,978504,873258,-23.01,-13.73,11211435,11130300,0.72,-,753291
1219,福壽,1227767,1419631,1495331,-13.51,-17.89,16328221,17028707,-4.11,-,1227767
1220,台榮,313541,338368,299446,-7.33,4.7,3295756,3538527,-6.86,-,313541
1225,福懋油,1180913,1237270,1446610,-4.55,-18.36,14543809,15274361,-4.78,-,1180913
1227,佳格,2963904,2683145,3562467,10.46,-16.8,27804118,28922800,-3.86,-,2963904
1229,聯華,1934630,1176212,1229700,64.47,57.32,13598464,12326485,10.31,配合112年度合併財報會計師查核數調整。,1934630
1231,聯華食,1161967,827389,1273749,40.43,-8.77,10853256,10772839,0.74,-,1161967
1232,大統益,2006424,1923822,2531262,4.29,-20.73,23560347,24676961,-4.52,-,2006424
1233,天仁,208774,172074,193545,21.32,7.86,2127030,1848221,15.08,-,208774
1234,黑松,763053,892680,856128,-14.52,-10.87,10580696,9558497,10.69,-,763053
1235,興泰,13556,19326,2455,-29.85,452.17,68915,57178,20.52,增加子公司泰宇網通營收1192萬,13556
1236,宏亞,218212,164750,320009,32.45,-31.81,1929799,2108626,-8.48,-,218212
1702,南僑,2106831,1963380,1946059,7.3,8.26,22678425,20478405,10.74,-,2106831
1737,臺鹽,261068,232605,270424,12.23,-3.45,3403918,3613607,-5.8,-,261068
3054,立萬利,7659,2570,3677,198.01,108.29,38888,33988,14.41,本期因專案銷售致營收增加。,7659
1301,台塑,15030148,16406350,16662024,-8.38,-9.79,199138777,251647354,-20.86,-,15030148
1303,南亞,20166589,20935267,23938601,-3.67,-15.75,259587730,355183300,-26.91,-,20166589
1304,台聚,4372440,4180619,5385876,4.58,-18.81,52286270,66442546,-21.3,-,4372440
1305,華夏,1019053,1174445,1375854,-13.23,-25.93,13726205,17638039,-22.17,-,1019053
1307,三芳,753575,824541,742256,-8.6,1.52,10086736,10763500,-6.28,-,753575
1308,亞聚,627327,510512,829188,22.88,-24.34,6716338,9814833,-31.56,-,627327
1309,台達化,1376542,1233538,1362281,11.59,1.04,15207907,18083601,-15.9,-,1376542
1310,台苯,836447,865612,962686,-3.36,-13.11,9538734,12853089,-25.78,-,836447
1312,國喬,1228786,1220736,1261110,0.65,-2.56,15732892,18178923,-13.45,-,1228786
