code,公司名稱,當月營收,上月營收,去年當月營收,上月比較 增減(%),去年同月 增減(%),當月累計營收,去年累計營收,前期比較 增減(%),備註,
1101,台泥,9145989,7733787,8480821,18.26,7.84,48144732,50023365,-3.75,"以上營收不包含停業部門營收:111年6月 0 仟元暨110年6月1,162,600仟元；111年1-6月 0 仟元暨110年1-6月6,151,329仟元",9145989
1102,亞泥,7776413,8000427,7114028,-2.8,9.31,44168876,40645768,8.66,-,7776413
1103,嘉泥,183177,163521,168756,12.02,8.54,1027363,1094913,-6.16,-,183177
1104,環泥,573028,537082,407130,6.69,40.74,3280857,2905011,12.93,-,573028
1108,幸福,334113,332258,325660,0.55,2.59,1882800,2074215,-9.22,-,334113
1109,信大,591868,654002,492001,-9.5,20.29,3004876,3697732,-18.73,-,591868
1110,東泥,115133,89660,262145,28.41,-56.08,762141,935119,-18.49,主要係去年子公司東南資產股份有限公司認列收入,115133
1201,味全,1754660,1662683,1717230,5.53,2.17,9463147,9314003,1.6,-,1754660
1203,味王,527809,533780,492972,-1.11,7.06,3112535,2940206,5.86,-,527809
1210,大成,9471082,8649541,9082135,9.49,4.28,53334947,48773956,9.35,-,9471082
1213,大飲,40233,26236,36210,53.35,11.11,193722,205523,-5.74,-,40233
1215,卜蜂,2335487,2311671,2024955,1.03,15.33,14038618,11828215,18.68,-,2335487
1216,統一,44266245,43215655,39253261,2.43,12.77,254734228,232797132,9.42,-,44266245
1217,愛之味,403129,384976,464795,4.71,-13.26,2231272,2274234,-1.88,-,403129
1218,泰山,877120,902029,794155,-2.76,10.44,5342238,4709527,13.43,-,877120
1219,福壽,1345756,1451392,1024656,-7.27,31.33,8491692,7159772,18.6,-,1345756
1220,台榮,294470,292492,272149,0.67,8.2,1652034,1497626,10.31,-,294470
1225,福懋油,1319645,1269125,1034300,3.98,27.58,7314296,6264703,16.75,-,1319645
1227,佳格,1873382,1961006,2701602,-4.46,-30.65,12722669,15676507,-18.84,-,1873382
1229,聯華,2208773,914089,1662605,141.63,32.85,6600570,5457591,20.94,-,2208773
1231,聯華食,821455,815527,738135,0.72,11.28,4973194,4530760,9.76,-,821455
1232,大統益,2040294,1974737,1358757,3.31,50.15,11633125,9760472,19.18,售價受國際原料行情波動影響，及受國內市場供需影響。,2040294
1233,天仁,134187,148437,107176,-9.6,25.2,869306,865812,0.4,-,134187
1234,黑松,752225,605223,748522,24.28,0.49,4047088,4381849,-7.63,-,752225
1235,興泰,2723,1859,1630,46.47,67.05,9330,7629,22.29,本期銷貨收入較去年同期增加109.3萬,2723
1236,宏亞,114716,138780,83920,-17.33,36.69,928241,822732,12.82,-,114716
1702,南僑,1800363,1713829,1598190,5.04,12.65,9912569,9586941,3.39,-,1800363
1737,臺鹽,276814,296471,313844,-6.63,-11.79,1796700,1776181,1.15,-,276814
3054,立萬利,2943,2591,6641,13.58,-55.68,15926,29545,-46.09,本期營收較去年同期減少主係因去年同期子公司出清庫存產品所致。,2943
1301,台塑,23931750,24846638,22938082,-3.68,4.33,144928136,132254846,9.58,-,23931750
1303,南亞,32151862,32883176,34598733,-2.22,-7.07,196824158,193698672,1.61,-,32151862
1304,台聚,6140523,6065369,6053540,1.23,1.43,35027692,33943334,3.19,-,6140523
1305,華夏,1492779,1631728,1684606,-8.51,-11.38,10147423,9554447,6.2,-,1492779
1307,三芳,857800,860620,691468,-0.32,24.05,5318930,4583193,16.05,-,857800
1308,亞聚,893613,874100,794147,2.23,12.52,4489318,4188354,7.18,-,893613
1309,台達化,1817648,1633100,1864035,11.3,-2.48,9624789,10103614,-4.73,-,1817648
1310,台苯,1135720,1389847,1087399,-18.28,4.44,7357751,5567971,32.14,-,1135720
1312,國喬,1839479,1854261,1955006,-0.79,-5.9,10039857,11168803,-10.1,-,1839479
1313,聯成,6930762,6945761,6964983,-0.21,-0.49,39846005,37923382,5.06,-,6930762
1314,中石化,2458926,2898219,3363761,-15.15,-26.89,15521372,16678382,-6.93,-,2458926
1315,達新,201760,304665,213438,-33.77,-5.47,1305479,1082570,20.59,-,201760
1321,大洋,651162,668832,474134,-2.64,37.33,3722095,3185912,16.82,-,651162
1323,永裕,331396,262516,330531,26.23,0.26,1888622,1770504,6.67,-,331396
1324,地球,86540,79065,86079,9.45,0.53,516708,518682,-0.38,-,86540
1325,恆大,44123,54809,128578,-19.49,-65.68,300505,872769,-65.56,新冠肺炎各類防疫物資競爭激烈。,44123
1326,台化,36477227,34894962,30692373,4.53,18.84,203190223,180029908,12.86,-,36477227
4306,炎洲,1331954,1407701,1620354,-5.38,-17.79,8004650,8594853,-6.86,-,1331954
1402,遠東新,23978112,23317154,19922489,2.83,20.35,132673690,114753529,15.61,-,23978112
1409,新纖,3930119,4034111,3597869,-2.57,9.23,24570494,21124590,16.31,-,3930119
1410,南染,30146,47273,35997,-36.22,-16.25,202344,239279,-15.43,-,30146
1413,宏洲,268894,296340,262237,-9.26,2.53,1776792,1388220,27.99,-,268894
1414,東和,68651,69859,65732,-1.72,4.44,386509,400293,-3.44,-,68651
1417,嘉裕,103180,95800,89594,7.7,15.16,711832,615277,15.69,-,103180
1418,東華,1101,3275,1922,-66.38,-42.71,9641,27528,-64.97,因本公司110.4.1董事會通過亞克力棉生產線停止生產。,1101
1419,新紡,234378,220239,206225,6.41,13.65,1463020,1184172,23.54,-,234378
1423,利華,9338,15767,20114,-40.77,-53.57,102127,108585,-5.94,近來通膨形勢明顯惡化，造成民間消費需求大幅滑落，連帶影響到各服飾品牌商對於原料之需求。,9338
1434,福懋,2908460,3088377,2583016,-5.82,12.59,18195453,16769028,8.5,-,2908460
1440,南紡,1865022,1968738,1834576,-5.26,1.65,11390253,10652040,6.93,-,1865022
1441,大東,154545,142337,119309,8.57,29.53,849269,751724,12.97,-,154545
1444,力麗,1159040,1111613,978966,4.26,18.39,6619752,4802509,37.83,-,1159040
1445,大宇,103931,125230,99244,-17.0,4.72,711129,559990,26.98,-,103931
1446,宏和,10419,14151,9574,-26.37,8.82,67193,113075,-40.57,-,10419
1447,力鵬,2998409,2998495,1955590,-0.0,53.32,14109774,12007317,17.5,本月子公司因受原物料價格上漲及貿易量增加之影響，故營收增加。,2998409
1449,佳和,234689,237255,333575,-1.08,-29.64,1315389,1424254,-7.64,-,234689
1451,年興,785726,901078,685864,-12.8,14.56,4442782,3592414,23.67,-,785726
1452,宏益,167982,178007,162515,-5.63,3.36,1025452,1004251,2.11,-,167982
1454,台富,148825,185141,163692,-19.61,-9.08,951470,786009,21.05,-,148825
1455,集盛,896410,737288,923139,21.58,-2.89,5375416,5107158,5.25,-,896410
1457,宜進,353383,408417,381444,-13.47,-7.35,2387459,2064098,15.66,-,353383
1459,聯發,183419,200160,187016,-8.36,-1.92,1196764,1273460,-6.02,-,183419
1460,宏遠,825306,750834,720402,9.91,14.56,4935685,4347567,13.52,-,825306
1463,強盛,32641,36762,25946,-11.2,25.8,251562,219821,14.43,-,32641
1464,得力,1117759,1072476,888247,4.22,25.83,6178571,5047939,22.39,-,1117759
1465,偉全,44769,53608,44120,-16.48,1.47,248612,164114,51.48,去年因疫情影響基期低。,44769
1466,聚隆,234603,226396,353163,3.62,-33.57,1537361,1692633,-9.17,-,234603
1467,南緯,630109,498525,547855,26.39,15.01,3264542,3126456,4.41,-,630109
1468,昶和,95434,104048,84741,-8.27,12.61,626156,544512,14.99,-,95434
1470,大統新創,68978,68024,84433,1.4,-18.3,509230,436234,16.73,-,68978
1473,台南,743969,484028,350096,53.7,112.5,4006348,2621906,52.8,"產地去年因為疫情封城影響生產及出口, 今年已無此狀況, 恢復正常生產及出口",743969
1474,弘裕,249746,263236,270784,-5.12,-7.76,1709047,1598863,6.89,-,249746
1475,業旺,101592,102710,10071,-1.08,908.75,565108,82034,588.87,主要開始銷售染劑產品,101592
1476,儒鴻,4058641,3453892,3224171,17.5,25.88,21392869,18006243,18.8,-,4058641
1477,聚陽,2627755,2400651,2214611,9.46,18.65,15312548,12937782,18.35,-,2627755
4414,如興,1463842,1502095,1058692,-2.54,38.26,8570063,7560100,13.35,-,1463842
4426,利勤,107964,120243,50270,-10.21,114.76,587124,390819,50.22,因遇季節性訂單出貨,107964
4438,廣越,2096673,1480638,1416273,41.6,48.04,7830021,4947971,58.24,客戶需求增加，帶動營收增長。,2096673
4440,宜新實業,124746,130898,165971,-4.69,-24.83,793271,833030,-4.77,-,124746
1503,士電,2905083,2306919,2423094,25.92,19.89,15346298,14135539,8.56,-,2905083
1504,東元,5369300,4805903,4397835,11.72,22.08,28486271,24275572,17.34,-,5369300
1506,正道,106101,99088,98750,7.07,7.44,591293,503082,17.53,-,106101
1513,中興電,1502907,1407055,1339572,6.81,12.19,9114105,8744140,4.23,-,1502907
