code,公司名稱,當月營收,上月營收,去年當月營收,上月比較 增減(%),去年同月 增減(%),當月累計營收,去年累計營收,前期比較 增減(%),備註,
1101,台泥,8735157,9379408,10404901,-6.86,-16.04,80942003,79341961,2.01,-,8735157
1102,亞泥,6691905,6469836,6994078,3.43,-4.32,60239086,66096797,-8.86,-,6691905
1103,嘉泥,232979,238917,205264,-2.48,13.5,2115231,1593823,32.71,-,232979
1104,環泥,618592,617197,597159,0.22,3.58,5627754,5063948,11.13,-,618592
1108,幸福,404171,430420,346635,-6.09,16.59,3690507,2946179,25.26,-,404171
1109,信大,490929,541722,634886,-9.37,-22.67,4625786,4675441,-1.06,-,490929
1110,東泥,169364,160207,157462,5.71,7.55,1641523,1231008,33.34,-,169364
1201,味全,1944806,2024542,1834655,-3.93,6.0,15990330,15214413,5.09,-,1944806
1203,味王,544257,566658,523146,-3.95,4.03,4718897,4696394,0.47,-,544257
1210,大成,9291296,10230624,9702507,-9.18,-4.23,83153484,82776655,0.45,-,9291296
1213,大飲,-5934,-998,31847,-494.58,-118.63,109916,298052,-63.12,營收大幅衰退，係因四月下旬暫時停工迄今，暫時無產品銷售所致，本月合併營收金額，來自大西洋上海子公司之營業收入。,-5934
1215,卜蜂,2437231,2508812,2418414,-2.85,0.77,21950444,21251007,3.29,-,2437231
1216,統一,53366181,57541764,45815778,-7.25,16.47,433851392,396500151,9.42,-,53366181
1217,愛之味,485332,657803,465279,-26.21,4.3,3956145,3843862,2.92,-,485332
1218,泰山,1070356,1157243,1063747,-7.5,0.62,8585966,8483878,1.2,-,1070356
1219,福壽,1310734,1366116,1486102,-4.05,-11.8,12399958,12651568,-1.98,-,1310734
1220,台榮,295646,296778,294321,-0.38,0.45,2354794,2554945,-7.83,-,295646
1225,福懋油,1184327,1232824,1295478,-3.93,-8.57,10912671,11244609,-2.95,-,1184327
1227,佳格,3116707,2657640,2844061,17.27,9.58,20129635,20399539,-1.32,-,3116707
1229,聯華,861221,891803,908840,-3.42,-5.23,9286729,9246716,0.43,-,861221
1231,聯華食,796194,1042128,825821,-23.59,-3.58,7989458,7762956,2.91,-,796194
1232,大統益,1874068,2202657,2070078,-14.91,-9.46,17707757,17687951,0.11,-,1874068
1233,天仁,189526,178560,150985,6.14,25.52,1570399,1327357,18.31,-,189526
1234,黑松,1017186,1121037,890678,-9.26,14.2,7964124,6965192,14.34,-,1017186
1235,興泰,6537,6684,29265,-2.19,-77.66,32710,48843,-33.03,本月營收與去年同期相比減少50%為子公司昇鋒的股利收入中對福懋油公司改採用權益法認列故股利不計入營業收入,6537
1236,宏亞,222123,172261,141089,28.94,57.43,1421429,1461117,-2.71,本年度中秋節在九月底，月餅大量出貨落點會在九月份，而去年中秋節是九月初，出貨落點會在八月份；故九月份收入成長,222123
1702,南僑,2046638,1998440,1739911,2.41,17.62,16808721,14961833,12.34,-,2046638
1737,臺鹽,332827,318789,332826,4.4,0.0,2645250,2769223,-4.47,-,332827
3054,立萬利,2400,2907,2357,-17.44,1.82,24810,23813,4.18,-,2400
1301,台塑,16588777,17501985,18266287,-5.21,-9.18,151395932,200581272,-24.52,-,16588777
1303,南亞,22141297,23595589,27109813,-6.16,-18.32,196763386,279412580,-29.57,-,22141297
1304,台聚,4506836,5032636,5389936,-10.44,-16.38,39437006,51291057,-23.11,-,4506836
1305,華夏,966666,1378646,1232717,-29.88,-21.58,10485901,14130924,-25.79,-,966666
