code,公司名稱,當月營收,上月營收,去年當月營收,上月比較 增減(%),去年同月 增減(%),當月累計營收,去年累計營收,前期比較 增減(%),備註,
1101,台泥,7733787,8319342,9832764,-7.03,-21.34,38998743,41542544,-6.12,"以上營收不包含停業部門營收:111年5月 0 仟元暨110年5月1,452,352仟元；111年1-5月 0 仟元暨110年1-5月4,988,729仟元",7733787
1102,亞泥,8000427,8710220,7798500,-8.14,2.58,36392463,33531740,8.53,-,8000427
1103,嘉泥,163521,168089,196403,-2.71,-16.74,844186,926157,-8.85,-,163521
1104,環泥,537082,638493,533814,-15.88,0.61,2707829,2497881,8.4,-,537082
1108,幸福,332258,335518,357039,-0.97,-6.94,1548687,1748555,-11.43,-,332258
1109,信大,654002,519822,627354,25.81,4.24,2413008,3205731,-24.72,-,654002
1110,東泥,89660,114127,141730,-21.43,-36.73,647008,672974,-3.85,-,89660
1201,味全,1662683,1495139,1659960,11.2,0.16,7708487,7596773,1.47,-,1662683
1203,味王,533780,516050,488269,3.43,9.32,2584726,2447233,5.61,-,533780
1210,大成,8649541,9182352,8266299,-5.8,4.63,43863866,39691821,10.51,-,8649541
1213,大飲,26236,26326,35416,-0.34,-25.92,155701,169313,-8.03,-,26236
1215,卜蜂,2311671,2192046,2086575,5.45,10.78,11703131,9803260,19.37,-,2311671
1216,統一,43215655,42977511,39759158,0.55,8.69,210467983,193543871,8.74,-,43215655
1217,愛之味,384976,301579,439985,27.65,-12.5,1828143,1809439,1.03,-,384976
1218,泰山,902029,912408,830360,-1.13,8.63,4465118,3915372,14.04,-,902029
1219,福壽,1451392,1479641,1176668,-1.9,23.34,7145936,6135115,16.47,-,1451392
1220,台榮,292492,248582,254687,17.66,14.84,1357564,1225477,10.77,-,292492
1225,福懋油,1269125,1219664,1114265,4.05,13.89,5994651,5230403,14.61,-,1269125
1227,佳格,1961006,2157826,2373213,-9.12,-17.36,10849287,12974905,-16.38,-,1961006
1229,聯華,914089,879141,845247,3.97,8.14,4391797,3794986,15.72,-,914089
1231,聯華食,815527,811880,723277,0.44,12.75,4151739,3792625,9.46,-,815527
1232,大統益,1974737,1919923,1642167,2.85,20.25,9592831,8401715,14.17,-,1974737
1233,天仁,148437,128340,134815,15.65,10.1,735119,758636,-3.09,-,148437
1234,黑松,605223,645499,731347,-6.23,-17.24,3294863,3633327,-9.31,-,605223
1235,興泰,1859,1312,1066,41.69,74.39,6607,5999,10.13,本期銷貨收入較去年同期增加79.2萬,1859
1236,宏亞,138780,130046,98044,6.71,41.54,813525,738812,10.11,-,138780
1702,南僑,1713829,1640303,1647810,4.48,4.0,8112206,7988751,1.54,-,1713829
1737,臺鹽,296471,300262,362608,-1.26,-18.23,1519886,1462337,3.93,-,296471
3054,立萬利,2591,2141,6038,21.01,-57.08,12983,22904,-43.31,本期營收較去年同期減少主係因去年同期子公司出清庫存產品所致。,2591
1301,台塑,24846638,25145986,24347789,-1.19,2.04,120996386,109316763,10.68,-,24846638
1303,南亞,32883176,29697081,34484715,10.72,-4.64,164672296,159099939,3.5,-,32883176
1304,台聚,6065369,5718382,5665595,6.06,7.05,28887169,27889794,3.57,-,6065369
1305,華夏,1631728,1715260,1397334,-4.86,16.77,8654644,7869841,9.97,-,1631728
1307,三芳,860620,983242,604961,-12.47,42.26,4461130,3891725,14.63,-,860620
1308,亞聚,874100,579784,740520,50.76,18.03,3595705,3394207,5.93,-,874100
1309,台達化,1633100,1637667,1827110,-0.27,-10.61,7807141,8239579,-5.24,-,1633100
1310,台苯,1389847,1296574,1216202,7.19,14.27,6222031,4480573,38.86,-,1389847
1312,國喬,1854261,1809407,2029279,2.47,-8.62,8200378,9213798,-10.99,-,1854261
1313,聯成,6945761,6512868,6407063,6.64,8.4,32877104,31020638,5.98,-,6945761
1314,中石化,2898219,2781957,3063236,4.17,-5.38,13062446,13314621,-1.89,-,2898219
1315,達新,304665,184323,163373,65.28,86.48,1103718,869134,26.99,因歐洲疫情趨緩，交期遞延部份陸續出貨。,304665
1321,大洋,668832,630884,634152,6.01,5.46,3070973,2712058,13.23,-,668832
1323,永裕,262516,302017,306490,-13.07,-14.34,1557226,1439973,8.14,-,262516
1324,地球,79065,95073,97182,-16.83,-18.64,430168,432603,-0.56,-,79065
1325,恆大,54809,51593,137103,6.23,-60.02,256382,744191,-65.54,新冠肺炎各類防疫物資競爭激烈。,54809
1326,台化,34894962,36418996,32135688,-4.18,8.58,166712996,149337535,11.63,-,34894962
4306,炎洲,1407701,1373782,1488094,2.46,-5.4,6672696,6974499,-4.32,-,1407701
1402,遠東新,23317154,21984550,20092465,6.06,16.04,108695578,94831040,14.62,-,23317154
1409,新纖,4034111,4214453,3697034,-4.27,9.11,20640375,17526721,17.76,-,4034111
1410,南染,47273,36907,52699,28.08,-10.29,172198,203282,-15.29,-,47273
1413,宏洲,296340,323292,256345,-8.33,15.6,1507898,1125983,33.91,-,296340
1414,東和,69859,62544,62640,11.69,11.52,317858,334561,-4.99,-,69859
1417,嘉裕,95800,111074,93885,-13.75,2.03,608652,525682,15.78,-,95800
1418,東華,3275,70,6456,4578.57,-49.27,8540,25606,-66.64,因本公司110.4.1董事會通過亞克力棉生產線停止生產。,3275
1419,新紡,220239,259024,183301,-14.97,20.15,1228642,977946,25.63,-,220239
1423,利華,15767,16530,16819,-4.61,-6.25,92789,88471,4.88,-,15767
1434,福懋,3088377,3285328,2935975,-5.99,5.19,15287487,14186583,7.76,-,3088377
1440,南紡,1968738,1765497,1592547,11.51,23.62,9525231,8817464,8.02,-,1968738
1441,大東,142337,139385,147229,2.11,-3.32,694724,632414,9.85,-,142337
1444,力麗,1111613,1448814,849439,-23.27,30.86,5460712,3823543,42.81,-,1111613
1445,大宇,125230,132084,96775,-5.18,29.4,607198,460746,31.78,-,125230
1446,宏和,14151,11466,10211,23.41,38.58,56775,103500,-45.14,-,14151
1447,力鵬,2998495,1749634,2263198,71.37,32.48,11111365,10051727,10.54,-,2998495
1449,佳和,237255,230524,250156,2.91,-5.15,1080699,1090679,-0.91,-,237255
