code,公司名稱,當月營收,上月營收,去年當月營收,上月比較 增減(%),去年同月 增減(%),當月累計營收,去年累計營收,前期比較 增減(%),備註,
1101,台泥,9100119,11730367,8319342,-22.42,9.38,35461776,31264956,13.42,-,9100119
1102,亞泥,7168871,8152982,8710220,-12.07,-17.69,26377583,28392036,-7.09,-,7168871
1103,嘉泥,220272,249135,168089,-11.58,31.04,871674,680665,28.06,-,220272
1104,環泥,644087,739446,638493,-12.89,0.87,2479436,2170746,14.22,-,644087
1108,幸福,396170,436030,335518,-9.14,18.07,1488849,1216429,22.39,-,396170
1109,信大,552377,625197,519822,-11.64,6.26,1886535,1759006,7.25,-,552377
1110,東泥,219472,216150,114127,1.53,92.3,747610,557348,34.13,主要係因本公司去年停電無法生產導致銷量下降。,219472
1201,味全,1684136,1714224,1495139,-1.75,12.64,6473406,6045804,7.07,-,1684136
1203,味王,506873,544406,516050,-6.89,-1.77,2082520,2050946,1.53,-,506873
1210,大成,8940319,9633956,9182352,-7.19,-2.63,36005652,35214325,2.24,-,8940319
1213,大飲,16652,28023,26326,-40.57,-36.74,106903,127254,-15.99,-,16652
1215,卜蜂,2470578,2599015,2192046,-4.94,12.7,9702648,9391460,3.31,-,2470578
1216,統一,44069723,44823352,42977511,-1.68,2.54,175473423,167252328,4.91,-,44069723
1217,愛之味,342778,414639,301579,-17.33,13.66,1514028,1443167,4.91,-,342778
1218,泰山,820342,839075,912408,-2.23,-10.09,3467940,3563089,-2.67,-,820342
1219,福壽,1297059,1621081,1479641,-19.98,-12.33,5546610,5694544,-2.59,-,1297059
1220,台榮,266541,290668,248582,-8.3,7.22,921282,1065072,-13.5,-,266541
1225,福懋油,1108821,1334753,1219664,-16.92,-9.08,4906154,4725526,3.82,-,1108821
1227,佳格,2068043,1981532,2157826,4.36,-4.16,7948542,8888281,-10.57,-,2068043
1229,聯華,846720,1245351,879141,-32.0,-3.68,3718167,3477708,6.91,-,846720
1231,聯華食,808023,1000854,811880,-19.26,-0.47,3581805,3336212,7.36,-,808023
1232,大統益,1788853,2090669,1919923,-14.43,-6.82,7996769,7618093,4.97,-,1788853
1233,天仁,165246,162294,128340,1.81,28.75,690232,586682,17.65,-,165246
1234,黑松,696800,701960,645499,-0.73,7.94,3238828,2689640,20.41,-,696800
1235,興泰,2232,2365,1312,-5.62,70.12,7993,4748,68.34,本期銷貨收入較去年同期增加92萬,2232
1236,宏亞,133452,158593,130046,-15.85,2.61,623019,674745,-7.66,-,133452
1702,南僑,1907435,1976303,1640303,-3.48,16.28,7178024,6398377,12.18,-,1907435
1737,臺鹽,260635,294205,300262,-11.41,-13.19,1125636,1223415,-7.99,-,260635
3054,立萬利,2788,2280,2141,22.28,30.21,10343,10392,-0.47,-,2788
1301,台塑,16196620,20116995,25145986,-19.48,-35.58,68409937,96149748,-28.85,-,16196620
1303,南亞,21354749,23641103,29697081,-9.67,-28.09,87128525,131789120,-33.88,-,21354749
1304,台聚,4274766,4735505,5718382,-9.72,-25.24,17448999,22821800,-23.54,-,4274766
1305,華夏,1148546,1163684,1715260,-1.3,-33.03,4928723,7022916,-29.81,-,1148546
1307,三芳,739298,860166,983242,-14.05,-24.81,3348996,3600510,-6.98,-,739298
1308,亞聚,522892,549006,579784,-4.75,-9.81,2091993,2721605,-23.13,-,522892
1309,台達化,1268082,1386900,1637667,-8.56,-22.56,4841875,6174041,-21.57,-,1268082
1310,台苯,963801,1159395,1296574,-16.87,-25.66,3282196,4832184,-32.07,-,963801
1312,國喬,1411037,1610657,1809407,-12.39,-22.01,5628306,6346116,-11.31,-,1411037
1313,聯成,6326080,6511571,6512868,-2.84,-2.86,22238270,25896704,-14.12,-,6326080
1314,中石化,2465204,2332203,2781957,5.7,-11.38,7610628,10164227,-25.12,-,2465204
1315,達新,141178,181579,184323,-22.24,-23.4,682214,799053,-14.62,-,141178
1321,大洋,387158,492736,630884,-21.42,-38.63,1718129,2402164,-28.47,-,387158
1323,永裕,267845,315973,302017,-15.23,-11.31,1071383,1294709,-17.24,-,267845
1324,地球,66894,92528,95073,-27.7,-29.63,298236,351103,-15.05,-,66894
1325,恆大,29040,41288,51593,-29.66,-43.71,138708,201573,-31.18,-,29040
1326,台化,25509217,29434395,36418996,-13.33,-29.95,108538043,131818034,-17.66,-,25509217
4306,炎洲,1043274,1180851,1373782,-11.65,-24.05,3992119,5264995,-24.17,-,1043274
1402,遠東新,20078194,22902213,21984550,-12.33,-8.67,81617341,85378424,-4.4,-,20078194
1409,新纖,3031779,3210638,4214453,-5.57,-28.06,12165621,16606264,-26.74,-,3031779
1410,南染,15452,17310,36907,-10.73,-58.13,69666,124925,-44.23,111年8月26日本公司發布停止染整代工故影響營業收入,15452
1413,宏洲,168387,182678,323292,-7.82,-47.91,636144,1211558,-47.49,-,168387
1414,東和,38462,55210,62544,-30.33,-38.5,177683,247999,-28.35,-,38462
1417,嘉裕,121853,161679,111074,-24.63,9.7,556159,512852,8.44,-,121853
1418,東華,1724,3082,70,-44.06,2362.85,11777,5265,123.68,配合客戶生產線出貨。,1724
1419,新紡,239631,307556,259024,-22.08,-7.48,1068533,1008403,5.96,-,239631
