code,公司名稱,當月營收,上月營收,去年當月營收,上月比較 增減(%),去年同月 增減(%),當月累計營收,去年累計營收,前期比較 增減(%),備註,
1101,台泥,7306069,7325221,5456068,-0.26,33.9,14631290,12973964,12.77,-,7306069
1102,亞泥,6241236,4814494,4100676,29.63,52.2,11055730,11521402,-4.04,112年2月營收較去年同期增加主係去年農曆春節假期主要在2月份,6241236
1103,嘉泥,211050,191217,134062,10.37,57.42,402267,292114,37.7,旅宿營運收入增加。,211050
1104,環泥,591525,504378,348338,17.27,69.81,1095903,940660,16.5,1月份適逢過年,591525
1108,幸福,361748,294901,210635,22.66,71.74,656649,535299,22.66,本月較去年同期營收增加逾50%，主係去年2月適逢年假，營業日數較短所致。,361748
1109,信大,410951,298010,181644,37.89,126.23,708961,748541,-5.28,國內水泥售價及銷售量有逐漸提高,410951
1110,東泥,174115,137873,97391,26.28,78.77,311988,264249,18.06,主要本期東南水泥(股)公司銷貨收入增加，係因去年同期遇春節年假，銷貨天數較少及售價調高所致,174115
1201,味全,1489920,1585126,1291903,-6.0,15.32,3075046,2960690,3.86,-,1489920
1203,味王,515621,515619,453678,0.0,13.65,1031240,1017778,1.32,-,515621
1210,大成,8240329,9191048,7516358,-10.34,9.63,17431377,17473275,-0.23,-,8240329
1213,大飲,30743,31485,24520,-2.35,25.37,62228,70353,-11.54,-,30743
1215,卜蜂,2263472,2369583,2048952,-4.47,10.46,4633055,4721775,-1.87,-,2263472
1216,統一,40664831,45915517,34113196,-11.43,19.2,86580348,82162681,5.37,-,40664831
1217,愛之味,308663,447948,312887,-31.09,-1.35,756611,755700,0.12,-,308663
1218,泰山,834856,973667,744482,-14.25,12.13,1808523,1723074,4.95,-,834856
1219,福壽,1293812,1334658,1130681,-3.06,14.42,2628470,2563848,2.52,-,1293812
1220,台榮,178573,185500,207781,-3.73,-14.05,364073,530770,-31.4,-,178573
1225,福懋油,1326121,1136459,934637,16.68,41.88,2462580,2226360,10.61,-,1326121
1227,佳格,1413138,2485829,1311370,-43.15,7.76,3898967,4481180,-12.99,-,1413138
1229,聯華,812320,813776,643594,-0.17,26.21,1626096,1517344,7.16,-,812320
1231,聯華食,740027,1032901,689899,-28.35,7.26,1772928,1714007,3.43,-,740027
1232,大統益,2067495,2049752,1467011,0.86,40.93,4117246,3530327,16.62,-,2067495
1233,天仁,153523,209169,131798,-26.6,16.48,362692,319921,13.36,-,153523
1234,黑松,795909,1044159,465642,-23.77,70.92,1840068,1405871,30.88,主係去年基期低，疫情解封後，餐飲活動增加，加上節慶贈禮買氣，酒類代理事業，除既有產品成長，另主題新酒上市挹注業績。,795909
1235,興泰,1836,1560,685,17.69,168.02,3396,1903,78.45,本期銷貨收入較去年同期增加115.1萬,1836
1236,宏亞,110189,220785,96993,-50.09,13.6,330974,380741,-13.07,-,110189
1702,南僑,1643891,1645186,1265823,-0.07,29.86,3289077,3074974,6.96,-,1643891
1737,臺鹽,250507,320289,212495,-21.78,17.88,570796,551505,3.49,-,250507
3054,立萬利,3691,1584,1240,133.01,197.66,5275,5179,1.85,本期因客戶專案銷售致本期營收較去年同期增加。,3691
1301,台塑,17688186,14408136,20591656,22.76,-14.1,32096322,44529450,-27.92,-,17688186
1303,南亞,21842845,20289828,29823052,7.65,-26.75,42132673,65089554,-35.26,-,21842845
1304,台聚,4507156,3931572,5270388,14.64,-14.48,8438728,11371204,-25.78,-,4507156
1305,華夏,1338693,1277800,1571715,4.76,-14.82,2616493,3461956,-24.42,-,1338693
1307,三芳,959537,789995,759173,21.46,26.39,1749532,1596733,9.56,-,959537
1308,亞聚,566122,453973,668580,24.7,-15.32,1020095,1427708,-28.55,-,566122
