code,公司名稱,當月營收,上月營收,去年當月營收,上月比較 增減(%),去年同月 增減(%),當月累計營收,去年累計營收,前期比較 增減(%),備註,
1101,台泥,4798581,7237930,7306069,-33.7,-34.32,12036511,14631290,-17.73,-,4798581
1102,亞泥,3599986,6490566,6241236,-44.53,-42.31,10090552,11055730,-8.73,-,3599986
1103,嘉泥,201295,242960,211050,-17.14,-4.62,444255,402267,10.43,-,201295
1104,環泥,477355,680762,591525,-29.87,-19.3,1158116,1095903,5.67,-,477355
1108,幸福,286337,457149,361748,-37.36,-20.84,743486,656649,13.22,-,286337
1109,信大,226768,466562,410951,-51.39,-44.81,693330,708961,-2.2,-,226768
1110,東泥,175185,180539,174115,-2.96,0.61,355724,311988,14.01,-,175185
1201,味全,1730379,1822467,1489920,-5.05,16.13,3552846,3075046,15.53,-,1730379
1203,味王,472834,560943,515621,-15.7,-8.29,1033777,1031240,0.24,-,472834
1210,大成,7242006,9474385,8240329,-23.56,-12.11,16716391,17431377,-4.1,-,7242006
1213,大飲,14504,10917,30743,32.85,-52.82,25421,62228,-59.14,營收大幅衰退，係因四月下旬至11月中旬暫時停工無產品銷售所致。,14504
1215,卜蜂,2030911,2504897,2263472,-18.92,-10.27,4535808,4633055,-2.09,-,2030911
1216,統一,47898965,58667213,40664831,-18.35,17.78,106566178,86580348,23.08,-,47898965
1217,愛之味,323591,462585,308663,-30.04,4.83,786176,756611,3.9,-,323591
1218,泰山,787943,1102854,834856,-28.55,-5.61,1890797,1808523,4.54,-,787943
1219,福壽,1036305,1332025,1293812,-22.2,-19.9,2368329,2628470,-9.89,-,1036305
1220,台榮,189790,288895,178573,-34.3,6.28,478685,364073,31.48,-,189790
1225,福懋油,909256,1283395,1326121,-29.15,-31.43,2192651,2462580,-10.96,-,909256
1227,佳格,1318295,3409425,1413138,-61.33,-6.71,4727720,3898967,21.25,-,1318295
1229,聯華,786464,1061632,812320,-25.91,-3.18,1848096,1626096,13.65,-,786464
1231,聯華食,884138,1113178,740027,-20.57,19.47,1997316,1772928,12.65,-,884138
1232,大統益,1595396,2119258,2067495,-24.71,-22.83,3714653,4117246,-9.77,-,1595396
1233,天仁,184141,208014,153523,-11.47,19.94,392155,362692,8.12,-,184141
1234,黑松,920491,1068204,795909,-13.82,15.65,1988695,1840068,8.07,-,920491
1235,興泰,2152,5435,1836,-60.4,17.21,7587,3396,123.4,累計營收增加子公司泰宇網通1-2月營收476萬,2152
1236,宏亞,98637,344600,110189,-71.37,-10.48,443237,330974,33.91,-,98637
1702,南僑,1564892,2062120,1643891,-24.11,-4.8,3627012,3289077,10.27,-,1564892
1737,臺鹽,196732,337703,250507,-41.74,-21.46,534435,570796,-6.37,-,196732
3054,立萬利,10338,12400,3691,-16.62,180.08,22738,5275,331.05,主係因本期產品結構改變致銷售額增加。,10338
1301,台塑,12932676,17516214,17688186,-26.16,-26.88,30448890,32096322,-5.13,-,12932676
1303,南亞,16711275,20392952,21842845,-18.05,-23.49,37104227,42132673,-11.93,-,16711275
1304,台聚,3572913,4365601,4507156,-18.15,-20.72,7938514,8438728,-5.92,-,3572913
1305,華夏,854801,1068566,1338693,-20.0,-36.14,1923367,2616493,-26.49,-,854801
1307,三芳,670344,999146,959537,-32.9,-30.13,1669490,1749532,-4.57,-,670344
1308,亞聚,496084,578883,566122,-14.3,-12.37,1074967,1020095,5.37,-,496084
1309,台達化,1084150,1347661,1201305,-19.55,-9.75,2431811,2186893,11.19,-,1084150
1310,台苯,700220,888073,569240,-21.15,23.0,1588293,1159000,37.03,-,700220
1312,國喬,1082954,1255645,1320956,-13.75,-18.01,2338599,2606612,-10.28,-,1082954
1313,聯成,3405651,7030314,5836564,-51.55,-41.64,10469974,9410696,11.25,-,3405651
1314,中石化,2547610,2914717,1671640,-12.59,52.4,5462327,2813221,94.16,受通膨、戰爭與下游市場需求疲弱等因素影響使去年同期基期低，另去年同期小港與斗六有近半月歲修，故本月營收增幅較高。,2547610
1315,達新,167017,157379,117990,6.12,41.55,324396,359457,-9.75,-,167017
1321,大洋,257242,412854,441561,-37.69,-41.74,670102,838171,-20.05,-,257242
1323,永裕,221573,278381,244560,-20.4,-9.39,499954,487565,2.54,-,221573
1324,地球,49972,72862,76806,-31.41,-34.93,122834,138814,-11.51,-,49972
1325,恆大,26501,45458,33295,-41.7,-20.4,71959,68380,5.23,-,26501
1326,台化,25679379,28185400,28017455,-8.89,-8.34,53864779,53594431,0.5,-,25679379
4306,炎洲,769012,1142898,1023025,-32.71,-24.82,1911910,1767994,8.14,-,769012
1402,遠東新,19485883,23067562,19701851,-15.52,-1.09,42553445,38636934,10.13,-,19485883
1409,新纖,3162232,3663243,3143432,-13.67,0.59,6825475,5923203,15.23,-,3162232
1410,南染,17180,18779,20346,-8.51,-15.56,35959,36904,-2.56,-,17180
1413,宏洲,167218,232913,159368,-28.2,4.92,400131,285079,40.35,-,167218
1414,東和,38876,46819,48822,-16.96,-20.37,85695,84011,2.0,-,38876
1417,嘉裕,67449,96641,159979,-30.2,-57.83,164090,272627,-39.81,因結束國軍服裝供售業務，致使營收減少,67449
1418,東華,970,283,3373,242.75,-71.24,1253,6971,-82.02,因去年同期銷庫存,970
1419,新紡,275048,262255,256959,4.87,7.03,537303,521346,3.06,-,275048
1423,利華,15335,12357,8359,24.09,83.45,27692,16803,64.8,係受到去年同期偏低營業額加上部分先前訂單延遲至二月份出貨造成影響。,15335
1434,福懋,2163422,2377190,2460970,-8.99,-12.09,4540612,4926704,-7.83,-,2163422
1440,南紡,1260732,1454810,2006312,-13.34,-37.16,2715543,3398393,-20.09,-,1260732
1441,大東,57190,83230,106813,-31.28,-46.45,140420,196010,-28.36,-,57190
1444,力麗,520525,725906,691151,-28.29,-24.68,1246431,1403875,-11.21,-,520525
1445,大宇,58832,97975,120811,-39.95,-51.3,156807,235524,-33.42,因今年2月工作天數相較於去年2月少所致,58832
1446,宏和,467749,47370,9170,887.43,5000.86,515119,16855,2956.17,營建銷售增加營收,467749
1447,力鵬,1892901,4719844,2132592,-59.89,-11.23,6612745,5378624,22.94,-,1892901
1449,佳和,191976,431567,208007,-55.51,-7.7,623543,349762,78.27,訂單增加,191976
1451,年興,522817,536487,399572,-2.54,30.84,1059304,957580,10.62,-,522817
1452,宏益,83274,112920,84182,-26.25,-1.07,196194,152526,28.62,-,83274
1454,台富,109876,124338,112569,-11.63,-2.39,234214,212017,10.46,-,109876
1455,集盛,643874,804846,581918,-20.0,10.64,1448720,1019664,42.07,-,643874
1457,宜進,245218,319900,258240,-23.34,-5.04,565118,469852,20.27,-,245218
1459,聯發,77701,153764,107221,-49.46,-27.53,231698,179712,28.92,-,77701
1460,宏遠,647172,683527,644698,-5.31,0.38,1330194,1258365,5.7,-,647172
1463,強盛,24404,24283,32328,0.49,-24.51,48687,56397,-13.67,-,24404
1464,得力,620885,905992,913441,-31.46,-32.02,1526877,1650408,-7.48,-,620885
1465,偉全,29144,47181,51752,-38.22,-43.68,76325,83940,-9.07,-,29144
1466,聚隆,153502,208323,165730,-26.31,-7.37,361825,298047,21.39,-,153502
1467,南緯,329608,467317,362473,-29.46,-9.06,796925,727929,9.47,-,329608
1468,昶和,53303,103202,74177,-48.35,-28.14,156505,186425,-16.04,-,53303
1470,大統新創,54376,71331,87006,-23.76,-37.5,125707,144989,-13.29,-,54376
1473,台南,881966,780692,509235,12.97,73.19,1662658,1318170,26.13,客戶增加訂單,881966
1474,弘裕,173028,260413,237080,-33.55,-27.01,433441,382274,13.38,-,173028
1475,業旺,122214,148039,111247,-17.44,9.85,270253,213894,26.34,-,122214
1476,儒鴻,2181576,2629261,2000856,-17.02,9.03,4810837,4104745,17.2,-,2181576
1477,聚陽,2726304,2754588,2653731,-1.02,2.73,5480892,5041240,8.72,-,2726304
4414,如興,1143507,995277,1412248,14.89,-19.02,2138784,2342585,-8.69,-,1143507
4426,利勤,82417,88909,147226,-7.3,-44.02,171326,236809,-27.65,-,82417
4438,廣越,734206,865459,785080,-15.16,-6.48,1599665,1752181,-8.7,-,734206
4440,宜新實業,62794,85536,92899,-26.58,-32.4,148330,166488,-10.9,-,62794
1503,士電,2869450,3907628,2629403,-26.56,9.12,6777078,5787857,17.09,-,2869450
1504,東元,4170040,4907676,4601348,-15.03,-9.37,9077716,9124533,-0.51,-,4170040
1506,正道,75856,89592,86578,-15.33,-12.38,165448,179335,-7.74,-,75856
1513,中興電,1860808,1942911,1982399,-4.22,-6.13,3803719,3758321,1.2,-,1860808
1514,亞力,564461,647456,595193,-12.81,-5.16,1211917,1122120,8.0,-,564461
1515,力山,579887,816161,146636,-28.94,295.46,1396048,369784,277.53,客戶銷售狀況好增加採購量,579887
1517,利奇,66389,138747,216172,-52.15,-69.28,205137,378268,-45.76,"主係依巿場需求配合調整,致本月營收較去年同期減少。",66389
1519,華城,804939,674596,306963,19.32,162.22,1479535,490982,201.34,"本月較同期增加主要為外銷案依顧客交期認列,故月營收起伏變化較大。",804939
1526,日馳,51097,54200,118064,-5.72,-56.72,105297,229732,-54.16,因市場需求減少，致本月營收較去年同期減少。,51097
1527,鑽全,247290,307345,220866,-19.53,11.96,554635,494161,12.23,-,247290
1528,恩德,195415,266606,242839,-26.7,-19.52,462021,525801,-12.13,-,195415
1529,樂事綠能,24162,33602,37824,-28.09,-36.11,57764,89458,-35.42,"本期營收因無台電變壓器交貨,故較去年同期減少",24162
1530,亞崴,65536,98383,148102,-33.38,-55.74,163919,311402,-47.36,因113年2月適逢春節假期及大陸廠春節假期延長，工作天數減少，致本月營收較去年同期減少。,65536
1531,高林股,88315,145106,126970,-39.13,-30.44,233421,232664,0.32,-,88315
1532,勤美,1360720,1344899,957222,1.17,42.15,2705619,1768944,52.95,兩期變動達50%以上，主係今年累積至本月認列完工交屋營建收入較去年同期增加所致,1360720
1535,中宇,906391,755860,627487,19.91,44.44,1662251,1261518,31.76,-,906391
