code,公司名稱,當月營收,上月營收,去年當月營收,上月比較 增減(%),去年同月 增減(%),當月累計營收,去年累計營收,前期比較 增減(%),備註,
1101,台泥,7325221,12584154,7517896,-41.79,-2.56,7325221,7517896,-2.56,-,7325221
1102,亞泥,4814494,8340507,7420726,-42.27,-35.12,4814494,7420726,-35.12,-,4814494
1103,嘉泥,191217,228644,158052,-16.36,20.98,191217,158052,20.98,-,191217
1104,環泥,504378,725055,592322,-30.43,-14.84,504378,592322,-14.84,-,504378
1108,幸福,294901,418326,324664,-29.5,-9.16,294901,324664,-9.16,-,294901
1109,信大,298010,516142,566897,-42.26,-47.43,298010,566897,-47.43,-,298010
1110,東泥,137873,167733,166858,-17.8,-17.37,137873,166858,-17.37,-,137873
1201,味全,1585126,1453858,1668787,9.02,-5.01,1585126,1668787,-5.01,-,1585126
1203,味王,515619,609563,564100,-15.41,-8.59,515619,564100,-8.59,-,515619
1210,大成,9191048,10247364,9956918,-10.3,-7.69,9191048,9956918,-7.69,-,9191048
1213,大飲,31485,34198,45833,-7.93,-31.3,31485,45833,-31.3,-,31485
1215,卜蜂,2369583,2748111,2672823,-13.77,-11.34,2369583,2672823,-11.34,-,2369583
1216,統一,45915517,44564715,48049485,3.03,-4.44,45915517,48049485,-4.44,-,45915517
1217,愛之味,447948,335992,442813,33.32,1.15,447948,442813,1.15,-,447948
1218,泰山,973667,873258,978592,11.49,-0.5,973667,978592,-0.5,-,973667
1219,福壽,1334658,1495331,1433167,-10.74,-6.87,1334658,1433167,-6.87,-,1334658
1220,台榮,185500,299446,322989,-38.05,-42.56,185500,322989,-42.56,-,185500
1225,福懋油,1136459,1446610,1291723,-21.43,-12.01,1136459,1291723,-12.01,-,1136459
1227,佳格,2485829,3562467,3169810,-30.22,-21.57,2485829,3169810,-21.57,-,2485829
1229,聯華,813776,1229700,873750,-33.82,-6.86,813776,873750,-6.86,-,813776
1231,聯華食,1032901,1273749,1024108,-18.9,0.85,1032901,1024108,0.85,-,1032901
1232,大統益,2049752,2531262,2063315,-19.02,-0.65,2049752,2063315,-0.65,-,2049752
1233,天仁,209169,193545,188123,8.07,11.18,209169,188123,11.18,-,209169
