code,公司名稱,當月營收,上月營收,去年當月營收,上月比較 增減(%),去年同月 增減(%),當月累計營收,去年累計營收,前期比較 增減(%),備註,
1101,台泥,11368096,10404901,9565047,9.25,18.85,90710057,86470663,4.9,"以上營收不包含停業部門營收:111年10月 0 仟元暨110年10月 0 仟元；111年1-10月 0 仟元暨110年1-10月8,113,370仟元",11368096
1102,亞泥,7601097,6994078,9454594,8.67,-19.6,73697894,71943209,2.43,-,7601097
1103,嘉泥,209429,205264,193141,2.02,8.43,1803252,1848365,-2.44,-,209429
1104,環泥,634981,597159,558944,6.33,13.6,5698929,4917168,15.89,-,634981
1108,幸福,401202,346635,276724,15.74,44.98,3347381,3181740,5.2,-,401202
1109,信大,527209,634886,660615,-16.96,-20.19,5202650,5818724,-10.58,-,527209
1110,東泥,197515,157462,151364,25.43,30.49,1428523,1495023,-4.44,-,197515
1201,味全,1719108,1834655,1709407,-6.29,0.56,16933521,16565280,2.22,-,1719108
1203,味王,534997,523146,441364,2.26,21.21,5231391,4921075,6.3,-,534997
1210,大成,10031178,9702507,8186264,3.38,22.53,92807833,83517527,11.12,-,10031178
1213,大飲,30818,31847,27981,-3.23,10.13,328870,362288,-9.22,-,30818
1215,卜蜂,2364883,2418414,2086329,-2.21,13.35,23615890,20148014,17.21,-,2364883
1216,統一,42927337,45815778,39134900,-6.3,9.69,439427488,396850722,10.72,-,42927337
1217,愛之味,316358,465279,305710,-32.0,3.48,4160219,4089864,1.72,-,316358
1218,泰山,845561,1063747,829908,-20.51,1.88,9329439,8284002,12.61,-,845561
1219,福壽,1443910,1486102,1209578,-2.83,19.37,14087578,11992819,17.46,-,1443910
1220,台榮,334007,294321,280906,13.48,18.9,2888952,2569871,12.41,-,334007
1225,福懋油,1291928,1295478,1081685,-0.27,19.43,12536537,10529479,19.06,-,1291928
1227,佳格,2182437,2844061,2716771,-23.26,-19.66,22581976,27060080,-16.54,-,2182437
1229,聯華,908917,908840,974105,0.0,-6.69,10155633,9023870,12.54,-,908917
1231,聯華食,866871,825821,752598,4.97,15.18,8629827,7706770,11.97,-,866871
1232,大統益,2198870,2070078,1987843,6.22,10.61,19886821,16590128,19.87,-,2198870
1233,天仁,149886,150985,140650,-0.72,6.56,1477243,1436721,2.82,-,149886
