Unnamed: 0_level_0,Unnamed: 1_level_0,營業收入,營業收入,營業收入,營業收入,營業收入,累計營業收入,累計營業收入,累計營業收入,備註,當月營收
code,公司名稱,當月營收,上月營收,去年當月營收,上月比較 增減(%),去年同月 增減(%),當月累計營收,去年累計營收,前期比較 增減(%),備註,
1101,台泥,9672128,9779716,9838855,-1.1,-1.69,31709780,29639667,6.98,"以上營收不包含停業部門營收:110年4月1,293,852仟元暨109年4月377,827仟元;110年1-4月3,536,377仟元暨109年1-4月2,553,215仟元",9672128
1102,亞泥,7830830,7006606,6751585,11.76,15.98,25723971,19890466,29.32,-,7830830
1103,嘉泥,185227,203954,158812,-9.18,16.63,729754,654146,11.55,-,185227
1104,環泥,523569,575019,481205,-8.94,8.8,1964066,1734963,13.2,-,523569
1108,幸福,345563,349527,404198,-1.13,-14.5,1391516,1508918,-7.78,-,345563
1109,信大,766026,882786,772697,-13.22,-0.86,2578377,1937778,33.05,-,766026
1110,東泥,143902,146368,145822,-1.68,-1.31,531244,533766,-0.47,-,143902
1201,味全,1567125,1507135,1473407,3.98,6.36,5936813,5447749,8.97,-,1567125
1203,味王,470972,500102,481367,-5.82,-2.15,1958964,2064457,-5.1,-,470972
1210,大成,9053195,8072006,6180161,12.15,46.48,31425523,24436887,28.59,-,9053195
1213,大飲,31631,30196,22416,4.75,41.1,133897,102482,30.65,-,31631
1215,卜蜂,1997700,2030023,1851960,-1.59,7.86,7716685,7093153,8.79,-,1997700
1216,統一,38356552,38463882,34946280,-0.27,9.75,153784713,143211145,7.38,-,38356552
1217,愛之味,273615,367154,291186,-25.47,-6.03,1369454,1443667,-5.14,-,273615
1218,泰山,810520,799575,630513,1.36,28.54,3085012,2534680,21.71,-,810520
1219,福壽,1240389,1257299,1017898,-1.34,21.85,4958447,4007636,23.72,-,1240389
1220,台榮,262030,269619,215302,-2.81,21.7,970790,817212,18.79,-,262030
1225,福懋油,1020599,1125109,856010,-9.28,19.22,4116138,3377302,21.87,-,1020599
1227,佳格,2337076,1938626,2977463,20.55,-21.5,10601692,9648896,9.87,-,2337076
1229,聯華,724446,864164,748609,-16.16,-3.22,2949739,2795638,5.51,-,724446
1231,聯華食,695795,705431,646251,-1.36,7.66,3069348,2744297,11.84,-,695795
1232,大統益,1916817,1805442,1259038,6.16,52.24,6759548,5332720,26.75,售價受國際原料行情波動影響，及受國內市場供需影響。,1916817
1233,天仁,141150,148313,122898,-4.82,14.85,623821,612349,1.87,-,141150
1234,黑松,687081,733787,620378,-6.36,10.75,2901980,2569661,12.93,-,687081
1235,興泰,1112,1009,1908,10.2,-41.71,4933,6105,-19.19,-,1112
1236,宏亞,100156,115293,102352,-13.12,-2.14,640768,539741,18.71,-,100156
1702,南僑,1680650,1712334,1396304,-1.85,20.36,6345604,5012400,26.59,-,1680650
1737,臺鹽,309644,290340,264371,6.64,17.12,1099729,988828,11.21,-,309644
3054,立萬利,3315,4641,36147,-28.57,-90.82,16866,138546,-87.82,本期無電子相關營收致本期營收較去年同期減少。,3315
1301,台塑,24367037,25018934,14752079,-2.6,65.17,84968974,56771258,49.66,去年4月受疫情影響，需求急凍，產品價格崩跌，今年疫情趨緩，需求及產品價格回升，因此今年4月合併營收較去年同期增加65.18%。,24367037
1303,南亞,34904534,34372304,20411078,1.54,71.0,124615224,85968587,44.95,2021年4月合併營收與去年比較大幅成長，主要係去年4月新冠肺炎疫情擴散，而今年4月公司營運處於高峰，故相較之下差異甚大。,34904534
1304,台聚,6028023,6209704,3505359,-2.92,71.96,22224199,14861729,49.53,因市場環境影響銷售量價皆優於去年同期，故營收增加。,6028023
1305,華夏,1493823,1823567,717906,-18.08,108.08,6472507,4309121,50.2,109年4月因新冠肺炎爆發第一波全球疫情，致需求驟降，今年因部分PVC大廠受疫情、歲修或事故而減產，後疫情需求恢復。,1493823
1307,三芳,697674,932378,562804,-25.17,23.96,3286764,3220074,2.07,-,697674
1308,亞聚,800995,679625,433191,17.85,84.9,2653687,1747245,51.87,產品平均售價較去年同期提高所致,800995
1309,台達化,1876788,1845569,1151977,1.69,62.91,6412469,4110330,56.0,持續強化銷售量，銷售量較去年同期增加，且售價優於去年，故營業收入較去年同期增加。,1876788
1310,台苯,1126664,677091,590995,66.39,90.63,3264371,2289247,42.59,去年因疫情衝擊價格及銷售量銳減，造成基期較低，今年4月的SM價格逐漸走穩較去年同期上升約95.8%強，造成同期營業額增加90.64%。,1126664
1312,國喬,1949387,1835254,1100991,6.21,77.05,7184518,4709347,52.55,係因主要產品之數量及價格均較去年成長,1949387
1313,聯成,7594888,7215445,4033358,5.25,88.3,24661821,12892135,91.29,去年同期因新冠肺炎疫情影響，石油價格下跌、大陸地區下游客戶開工率尚未全數恢復正常，營收下滑。,7594888
1314,中石化,2814860,2915031,1366840,-3.43,105.93,10251385,6667915,53.74,去年同期及累計營收因受疫情影響而較正常低；近期原物料價格上漲及需求回穩，銷量及售價皆上漲，故今年單月及累計營收較去年增加,2814860
1315,達新,166442,183809,138397,-9.44,20.26,705762,656606,7.48,-,166442
1321,大洋,544134,633433,310791,-14.09,75.08,2078960,1407158,47.74,銷售單價上漲及訂單增加,544134
1323,永裕,303256,306780,311485,-1.14,-2.64,1133483,1077746,5.17,-,303256
1324,地球,83533,111375,83401,-24.99,0.15,335421,366288,-8.42,-,83533
1325,恆大,136427,139477,316354,-2.18,-56.87,607088,744453,-18.45,新冠肺炎疫情較去年同期趨緩，各類防疫物資供過於求。,136427
1326,台化,33047596,32179323,18134268,2.69,82.23,117201847,82578321,41.92,比較去年同時疫情影響較緩和，下游需求消費動能提升，致行情上漲，客戶採購動能穩定，開動率提高產銷量增加。,33047596
4306,炎洲,1537466,1624079,1150138,-5.33,33.67,5486406,4331621,26.65,-,1537466
1402,遠東新,18494363,19757228,15915565,-6.39,16.2,74738575,68151179,9.66,-,18494363
1409,新纖,3774406,4214077,2410620,-10.43,56.57,13829687,10021347,38.0,去年因為疫情影響導致營收下降，今年市況回升營收也回升,3774406
1410,南染,42253,43164,35217,-2.11,19.97,150583,132480,13.66,-,42253
1413,宏洲,249530,242906,88220,2.72,182.84,869638,546445,59.14,因去年疫情關係基期低,249530
1414,東和,68982,71482,50885,-3.49,35.56,271921,260987,4.18,-,68982
1417,嘉裕,113051,97834,49007,15.55,130.68,431798,331231,30.36,因去年同期新冠肺炎疫情影響大額需求減少,113051
1418,東華,6270,3669,772,70.89,712.17,19150,34826,-45.01,因客戶受新冠狀肺炎疫情之影響調降開工率，造成亞克力纖維市場需求停滯及配合客戶生產線出貨。,6270
1419,新紡,244757,213510,162217,14.63,50.88,794645,728496,9.08,去年同期受疫情影響營收基期較低所致,244757
1423,利華,17732,22269,15837,-20.37,11.96,71652,73165,-2.06,-,17732
1434,福懋,3090691,3284511,2406454,-5.9,28.43,11250608,10977835,2.48,-,3090691
1440,南紡,1891812,2176174,1036389,-13.06,82.53,7224917,6074273,18.94,109年度同期月份 正值疫情最嚴峻 政府力推各項振興紓困措施之際 營收較正常情況驟減 基期較低 110年度則已逐漸復甦所致,1891812
1441,大東,113161,142941,97050,-20.83,16.6,485185,576195,-15.79,-,113161
1444,力麗,771799,817402,613571,-5.57,25.78,2974104,3057270,-2.72,-,771799
1445,大宇,95403,100235,53343,-4.82,78.84,363971,370879,-1.86,訂單增加營業額成長,95403
1446,宏和,10098,23483,51438,-56.99,-80.36,93290,177959,-47.57,因永和合建案已銷售完畢,10098
1447,力鵬,1910183,2298590,652727,-16.89,192.64,7788530,3543314,119.8,因新增子公司貿易營收,1910183
1449,佳和,251070,248198,85794,1.15,192.64,840523,506136,66.06,訂單增加,251070
1451,年興,572110,723142,140598,-20.88,306.91,2309848,2014258,14.67,去年為控制新冠肺炎疫情，賴索托及墨西哥產區分別於109/3/29~109/5/5及109/4/5~109/6/15期間配當地政府政策暫時停工。,572110
1452,宏益,162389,201142,28631,-19.26,467.17,675750,401976,68.1,去年同期受新冠肺炎疫情影響，營收大幅減少。,162389
1454,台富,127762,127728,98533,0.02,29.66,494767,490836,0.8,-,127762
1455,集盛,886296,825740,384667,7.33,130.4,3249575,2529003,28.49,因去年度受疫情影響，營收過度萎縮，致基期較低，本年景氣已回穩。,886296
1457,宜進,371454,362143,160102,2.57,132.01,1308079,1050891,24.47,"109年因台南廠停止生產及疫情影響,致營業額大幅降低,今年已恢復正常。",371454
1459,聯發,221026,256290,88286,-13.75,150.35,894404,647848,38.05,去年同期受新型冠狀病毒疫情影響，致去年同期營業收入大幅減少。,221026
1460,宏遠,740461,733251,339161,0.98,118.32,2882613,2210098,30.42,109年因疫情影響造成營收減少,740461
1463,強盛,45616,40940,28705,11.42,58.91,152564,232782,-34.46,去年同期因受疫情影響營業額較本年度同期減少.,45616
1464,得力,857655,918042,519665,-6.57,65.03,3286534,3059094,7.43,去年度受疫情影響故營收大幅衰退。,857655
1465,偉全,16147,28521,26282,-43.38,-38.56,89527,154378,-42.0,-,16147
1466,聚隆,262488,315388,92549,-16.77,183.62,1044990,878524,18.94,"去年同期受新冠肺炎疫情影響,全球需求減少,造成營收銳減",262488
1467,南緯,487758,542767,197851,-10.13,146.52,2113593,1405132,50.41,109年受新冠病毒影響，非洲產區封城，致成衣訂單及營收大幅縮減，110年疫情趨緩，營收回復一般水準，故較去年同期增加50.42%,487758
1468,昶和,118037,84514,110768,39.66,6.56,358508,354327,1.17,-,118037
1470,大統新創,76700,81307,39589,-5.66,93.74,278429,245823,13.26,"2020年Q2受COVID-19疫情影響,出貨量銳減,造成兩年度明顯差異",76700
1473,台南,384725,610081,306666,-36.93,25.45,2088147,2287620,-8.71,-,384725
1474,弘裕,265400,328823,189267,-19.28,40.22,1054930,868618,21.44,-,265400
1475,業旺,10945,18677,1694,-41.39,546.1,55322,8691,536.54,主要開始銷售染劑產品,10945
1476,儒鴻,3158046,3111846,1490917,1.48,111.81,11377522,7501844,51.66,主係全球經濟逐漸復甦，致業績成長。,3158046
1477,聚陽,2345903,2628521,1133062,-10.75,107.04,9162702,7263946,26.13,主係全球經濟復甦，客戶需求增加。在與客戶緊密合作下，致業績成長,2345903
4414,如興,1295215,1382808,924101,-6.33,40.15,5571965,4832598,15.29,-,1295215
4426,利勤,51413,84314,64017,-39.02,-19.68,274790,463152,-40.66,110/3月營收因折讓單金額誤值，故於本月累計營業收入淨額調整,51413
4438,廣越,625008,523018,476734,19.5,31.1,2194239,2320629,-5.44,-,625008
4440,宜新實業,142417,138955,51644,2.49,175.76,519839,384111,35.33,去年同期受新冠疫情衝擊，今年市場需求回升，以致今年營收較去年同期增加。,142417
1503,士電,2429347,2519443,1884976,-3.57,28.87,9544493,8304287,14.93,-,2429347
1504,東元,4105072,4157489,3409349,-1.26,20.4,15564922,13922640,11.79,-,4105072
1506,正道,67722,101710,45553,-33.41,48.66,323288,292743,10.43,-,67722
1513,中興電,1678387,2204727,1211115,-23.87,38.58,6361100,4254279,49.52,-,1678387
1514,亞力,386044,419387,431356,-7.95,-10.5,1616499,1642740,-1.59,-,386044
1515,力山,1471519,1302442,494494,12.98,197.58,5510334,1913033,188.04,客戶銷售狀況好增加採購量,1471519
1517,利奇,385312,405341,225237,-4.94,71.06,1394671,748490,86.33,"主係自行車零組件受惠全球自行車零售巿場持續熱銷,造就本公司集團出貨量及金額大增。",385312
1519,華城,683460,709451,475168,-3.66,43.83,2279452,2151880,5.92,-,683460
1526,日馳,155818,149344,83948,4.33,85.61,498237,319864,55.76,因市場需求增加，致本月營收優於去年同期。,155818
1527,鑽全,335787,433439,253386,-22.52,32.51,1448569,1124723,28.79,-,335787
1528,恩德,287133,344820,272687,-16.72,5.29,1046893,1111513,-5.81,-,287133
1529,樂事綠能,20595,15852,57856,29.92,-64.4,50976,243796,-79.09,"本期因太陽能工程案量少,致營收較去年同期減少",20595
1530,亞崴,311109,412591,289848,-24.59,7.33,1115096,880964,26.57,-,311109
1531,高林股,260585,265125,145877,-1.71,78.63,884782,482013,83.55,去年逢大陸爆發疫情延遲開工，工作天數減少，比較基期低所致。,260585
