code,公司名稱,當月營收,上月營收,去年當月營收,上月比較 增減(%),去年同月 增減(%),當月累計營收,去年累計營收,前期比較 增減(%),備註,
1101,台泥,9371746,8735157,11368096,7.28,-17.56,90313749,90710057,-0.43,-,9371746
1102,亞泥,6706168,6691905,7601097,0.21,-11.77,66945254,73697894,-9.16,-,6706168
1103,嘉泥,257343,232979,209429,10.45,22.87,2372574,1803252,31.57,-,257343
1104,環泥,654514,618592,634981,5.8,3.07,6282268,5698929,10.23,-,654514
1108,幸福,451146,404171,401202,11.62,12.44,4141653,3347381,23.72,-,451146
1109,信大,531941,490929,527209,8.35,0.89,5157727,5202650,-0.86,-,531941
1110,東泥,191120,169364,197515,12.84,-3.23,1832642,1428523,28.28,-,191120
1201,味全,1894929,1944806,1719108,-2.56,10.22,17885259,16933521,5.62,-,1894929
1203,味王,504360,544257,534997,-7.33,-5.72,5223257,5231391,-0.15,-,504360
1210,大成,8992288,9291296,10031178,-3.21,-10.35,92145772,92807833,-0.71,-,8992288
1213,大飲,403,-5934,30818,106.79,-98.69,110319,328870,-66.45,1.營收大幅衰退，係因四月下旬暫時停工迄今，暫無產品銷售所致。,403
1215,卜蜂,2382360,2437231,2364883,-2.25,0.73,24332804,23615890,3.03,-,2382360
1216,統一,49801476,53366181,42927337,-6.67,16.01,483652868,439427488,10.06,-,49801476
1217,愛之味,323973,485332,316358,-33.24,2.4,4280118,4160219,2.88,-,323973
1218,泰山,893674,1070356,845561,-16.5,5.69,9479640,9329439,1.6,-,893674
1219,福壽,1280865,1310734,1443910,-2.27,-11.29,13680823,14087578,-2.88,-,1280865
1220,台榮,289053,295646,334007,-2.23,-13.45,2643847,2888952,-8.48,-,289053
1225,福懋油,1212955,1184327,1291928,2.41,-6.11,12125626,12536537,-3.27,-,1212955
1227,佳格,2027434,3116707,2182437,-34.94,-7.1,22157069,22581976,-1.88,-,2027434
1229,聯華,1200893,861221,908917,39.44,32.12,10487622,10155633,3.26,-,1200893
1231,聯華食,874442,796194,866871,9.82,0.87,8863900,8629827,2.71,-,874442
1232,大統益,1922344,1874068,2198870,2.57,-12.57,19630101,19886821,-1.29,-,1922344
1233,天仁,175783,189526,149886,-7.25,17.27,1746182,1477243,18.2,-,175783
1234,黑松,960839,1017186,817431,-5.53,17.54,8924963,7782622,14.67,-,960839
1235,興泰,3323,6537,3211,-49.16,3.48,36033,52054,-30.77,-,3323
1236,宏亞,125408,222123,137410,-43.54,-8.73,1546837,1598527,-3.23,-,125408
1702,南僑,1808824,2046638,1720526,-11.61,5.13,18617545,16682359,11.6,-,1808824
1737,臺鹽,264995,332827,300649,-20.38,-11.85,2910245,3069872,-5.19,-,264995
3054,立萬利,3849,2400,3192,60.37,20.58,28659,27005,6.12,-,3849
1301,台塑,16306347,16588777,17040281,-1.7,-4.3,167702279,217621552,-22.93,-,16306347
1303,南亞,21722488,22141297,26628431,-1.89,-18.42,218485874,306041011,-28.6,-,21722488
1304,台聚,4296205,4506836,5068232,-4.67,-15.23,43733211,56359289,-22.4,-,4296205
1305,華夏,1046806,966666,1086250,8.29,-3.63,11532707,15217174,-24.21,-,1046806
1307,三芳,837011,838162,816520,-0.13,2.5,8508620,9199420,-7.5,-,837011
1308,亞聚,538938,572692,879815,-5.89,-38.74,5578499,8190718,-31.89,-,538938
1309,台達化,1451953,1491814,1299689,-2.67,11.71,12597827,15538125,-18.92,-,1451953
1310,台苯,891484,806466,765461,10.54,16.46,7836675,11164151,-29.8,-,891484
1312,國喬,1298379,1366098,1387943,-4.95,-6.45,13283370,15622619,-14.97,-,1298379
1313,聯成,6323633,7063372,5073138,-10.47,24.64,59831110,61544093,-2.78,-,6323633
1314,中石化,2237466,2110222,1455340,6.02,53.74,21277065,22599178,-5.85,10月營收增幅較高因去年同期生產工廠歲修及下游需求疲弱致營收低。,2237466
1315,達新,136905,134277,210962,1.95,-35.1,1829938,2269366,-19.36,-,136905
1321,大洋,321339,357833,428190,-10.19,-24.95,3929634,5611951,-29.97,-,321339
1323,永裕,283758,278061,319037,2.04,-11.05,2790179,3172771,-12.05,-,283758
1324,地球,90322,77612,72801,16.37,24.06,788562,811871,-2.87,-,90322
1325,恆大,30260,31793,33874,-4.82,-10.66,340187,471399,-27.83,-,30260
1326,台化,30166153,30995485,30444806,-2.67,-0.91,275187944,324373574,-15.16,-,30166153
4306,炎洲,1309994,1076933,1067287,21.64,22.74,10529198,12643643,-16.72,-,1309994
1402,遠東新,22437543,23162130,22391824,-3.12,0.2,212701845,222273455,-4.3,-,22437543
1409,新纖,3253929,3829791,3487325,-15.03,-6.69,33011334,40230279,-17.94,-,3253929
1410,南染,18540,16372,35487,13.24,-47.75,184553,327988,-43.73,-,18540
1413,宏洲,222728,202309,245129,10.09,-9.13,1673038,2746187,-39.07,-,222728
1414,東和,46067,48748,46849,-5.49,-1.66,467886,594773,-21.33,-,46067
1417,嘉裕,112364,94040,137357,19.48,-18.19,1229425,1240940,-0.92,-,112364
1418,東華,258,1137,1761,-77.3,-85.34,17255,13421,28.56,配合客戶生產線出貨。,258
1419,新紡,327793,334093,357743,-1.88,-8.37,2656250,2753058,-3.51,-,327793
1423,利華,9973,6637,9328,50.26,6.91,101248,145554,-30.43,-,9973
1434,福懋,2217809,2407270,2626721,-7.87,-15.56,24242947,29572005,-18.02,-,2217809
1440,南紡,1749050,1477426,1870857,18.38,-6.51,16766550,18363727,-8.69,-,1749050
1441,大東,133170,74396,116047,79.0,14.75,1007536,1345807,-25.13,-,133170
1444,力麗,535533,683136,853767,-21.6,-37.27,7089730,10764479,-34.13,-,535533
1445,大宇,105406,86848,135940,21.36,-22.46,1157021,1224213,-5.48,-,105406
1446,宏和,10093,7358,16767,37.17,-39.8,108581,126915,-14.44,-,10093
1447,力鵬,2627957,1328742,2721596,97.77,-3.44,25171281,24105312,4.42,-,2627957
1449,佳和,239989,236451,200910,1.49,19.45,2274567,2172069,4.71,-,239989
1451,年興,353359,461901,642537,-23.49,-45.0,5239641,7496243,-30.1,-,353359
1452,宏益,117060,93126,124496,25.7,-5.97,951781,1553355,-38.72,-,117060
1454,台富,117788,138803,125290,-15.14,-5.98,1287000,1530988,-15.93,-,117788
1455,集盛,759281,690467,624203,9.96,21.64,6222633,8149286,-23.64,-,759281
1457,宜進,297085,313769,359933,-5.31,-17.46,2598080,3771412,-31.11,-,297085
1459,聯發,148718,98023,97027,51.71,53.27,914254,1697278,-46.13,市場需求增加，致營業額上升。,148718
1460,宏遠,750216,720391,692200,4.14,8.38,6305544,8300690,-24.03,-,750216
1463,強盛,30055,38000,44495,-20.9,-32.45,290760,421359,-30.99,-,30055
1464,得力,857638,961770,1036980,-10.82,-17.29,8086563,10325934,-21.68,-,857638
1465,偉全,31064,40641,75030,-23.56,-58.59,467240,487397,-4.13,係因客戶訂單遞延所致。,31064
1466,聚隆,243687,242571,161181,0.46,51.18,2004410,2355259,-14.89,主要為子公司營收增加影響,243687
1467,南緯,336060,489276,421799,-31.31,-20.32,3865630,5262366,-26.54,-,336060
1468,昶和,69010,81874,96725,-15.71,-28.65,862529,1145488,-24.7,-,69010
1470,大統新創,44711,42437,47546,5.35,-5.96,571733,783144,-26.99,-,44711
1473,台南,401621,404571,514145,-0.72,-21.88,5333141,6406368,-16.75,-,401621
1474,弘裕,223492,235637,223226,-5.15,0.11,2145772,2723810,-21.22,-,223492
1475,業旺,107714,112605,106418,-4.34,1.21,1052060,965382,8.97,-,107714
1476,儒鴻,2856878,2382299,2255613,19.92,26.65,25148406,34361481,-26.81,-,2856878
1477,聚陽,2477334,2800342,2431827,-11.53,1.87,26807770,27151713,-1.26,-,2477334
4414,如興,1027454,1085047,1377205,-5.3,-25.39,11737924,14605637,-19.63,-,1027454
4426,利勤,97965,114837,123776,-14.69,-20.85,1095769,1091244,0.41,-,97965
4438,廣越,1113161,2232541,1521658,-50.13,-26.84,15036925,17135319,-12.24,-,1113161
4440,宜新實業,73576,76828,115040,-4.23,-36.04,819624,1304622,-37.17,-,73576
1503,士電,2343233,2388149,2581368,-1.88,-9.22,26694448,25350160,5.3,-,2343233
1504,東元,4664515,5300860,4733008,-12.0,-1.44,49695792,47995396,3.54,-,4664515
1506,正道,94325,93680,98107,0.68,-3.85,947600,956651,-0.94,-,94325
1513,中興電,2005685,1709458,1632622,17.32,22.85,18303903,15380444,19.0,-,2005685
1514,亞力,938539,777195,800822,20.75,17.19,7035734,6026507,16.74,-,938539
1515,力山,876716,796888,221008,10.01,296.68,4823540,3873343,24.53,客戶銷售狀況好增加採購量,876716
1517,利奇,118924,121960,322574,-2.48,-63.13,1600041,4460832,-64.13,主係產業調整庫存及去年基期較高所致。,118924
1519,華城,1345186,1441440,558201,-6.67,140.98,9632917,5643439,70.69,"本公司今年營收成長,依顧客交期出貨認列營收,所以月營收起伏變化大。",1345186
1526,日馳,56934,55961,153303,1.73,-62.86,909259,1871736,-51.42,因市場需求減少，致本月營收較去年同期減少。,56934
1527,鑽全,200496,233099,209171,-13.98,-4.14,2321706,3420944,-32.13,-,200496
1528,恩德,365141,290165,326923,25.83,11.69,3169177,3044402,4.09,-,365141
